device_id,user_id,device_type,os_version,first_used_date
D0009589,U004680,Mobile - iOS,v1,2025-08-29
D0009590,U004680,Tablet,latest,2025-09-04
D0009591,U004681,Gaming Console,v2,2026-03-13
D0009592,U004681,Tablet,latest,2026-03-21
D0009593,U004681,Mobile - iOS,v2,2026-03-08
D0009594,U004682,Mobile - iOS,latest,2024-11-23
D0009595,U004682,Desktop - Web,v3,2024-11-28
D0009596,U004683,Tablet,v1,2023-11-14
D0009597,U004683,Mobile - iOS,v3,2023-11-10
D0009598,U004684,Smart TV,latest,2025-03-03
D0009599,U004684,Gaming Console,latest,2025-03-18
D0009600,U004684,Desktop - Web,v2,2025-03-10
D0009601,U004684,Mobile - Android,v2,2025-03-19
D0009602,U004685,Mobile - iOS,latest,2023-12-09
D0009603,U004686,Mobile - Android,v3,2022-04-24
D0009604,U004686,Tablet,v3,2022-04-19
D0009605,U004686,Smart TV,v2,2022-04-18
D0009606,U004687,Smart TV,v1,2024-05-31
D0009607,U004687,Desktop - Web,v3,2024-06-11
D0009608,U004687,Mobile - iOS,v1,2024-05-23
D0009609,U004688,Smart TV,v3,2026-04-19
D0009610,U004689,Mobile - Android,v1,2025-10-29
D0009611,U004689,Mobile - iOS,v1,2025-11-05
D0009612,U004690,Smart TV,v1,2025-10-13
D0009613,U004690,Desktop - Web,v2,2025-10-05
D0009614,U004691,Gaming Console,v1,2026-04-02
D0009615,U004691,Smart TV,v2,2026-03-25
D0009616,U004692,Mobile - iOS,v1,2026-01-24
D0009617,U004693,Mobile - iOS,latest,2024-12-02
D0009618,U004693,Mobile - Android,v2,2024-12-07
D0009619,U004693,Smart TV,v3,2024-12-02
D0009620,U004693,Gaming Console,v3,2024-11-25
D0009621,U004694,Smart TV,latest,2024-08-23
D0009622,U004695,Tablet,latest,2023-06-30
D0009623,U004696,Tablet,v2,2026-03-29
D0009624,U004696,Mobile - Android,latest,2026-03-24
D0009625,U004696,Mobile - iOS,latest,2026-04-07
D0009626,U004697,Desktop - Web,v3,2023-02-06
D0009627,U004697,Smart TV,v1,2023-02-05
D0009628,U004697,Mobile - Android,latest,2023-02-12
D0009629,U004697,Gaming Console,v1,2023-02-19
D0009630,U004698,Mobile - iOS,v1,2023-06-28
D0009631,U004698,Desktop - Web,v1,2023-06-24
D0009632,U004699,Smart TV,v3,2025-01-21
D0009633,U004699,Gaming Console,v2,2025-01-26
D0009634,U004700,Mobile - Android,v2,2023-06-17
D0009635,U004701,Gaming Console,latest,2023-08-15
D0009636,U004702,Smart TV,v2,2026-02-19
D0009637,U004703,Smart TV,v2,2025-06-30
D0009638,U004703,Gaming Console,latest,2025-07-06
D0009639,U004703,Desktop - Web,v2,2025-06-28
D0009640,U004704,Desktop - Web,v2,2024-05-17
D0009641,U004705,Mobile - Android,v2,2025-10-10
D0009642,U004705,Tablet,v1,2025-09-28
D0009643,U004706,Mobile - iOS,latest,2023-08-14
D0009644,U004706,Desktop - Web,v3,2023-08-10
D0009645,U004706,Mobile - Android,v3,2023-08-17
D0009646,U004706,Gaming Console,v2,2023-08-05
D0009647,U004707,Mobile - iOS,latest,2025-10-01
D0009648,U004708,Mobile - Android,v3,2024-10-14
D0009649,U004709,Gaming Console,v2,2025-08-21
D0009650,U004709,Mobile - iOS,latest,2025-08-26
D0009651,U004710,Mobile - iOS,v1,2025-02-05
D0009652,U004711,Desktop - Web,v1,2025-03-18
D0009653,U004711,Smart TV,latest,2025-03-21
D0009654,U004712,Mobile - Android,v3,2024-10-02
D0009655,U004712,Mobile - iOS,v2,2024-09-27
D0009656,U004713,Desktop - Web,v3,2026-04-27
D0009657,U004713,Smart TV,v1,2026-04-22
D0009658,U004714,Smart TV,v3,2026-05-20
D0009659,U004714,Desktop - Web,v3,2026-06-02
D0009660,U004714,Gaming Console,v2,2026-05-23
D0009661,U004715,Gaming Console,v1,2026-04-20
D0009662,U004716,Mobile - Android,v2,2026-05-31
D0009663,U004716,Smart TV,v3,2026-05-23
D0009664,U004716,Gaming Console,v3,2026-05-17
D0009665,U004716,Tablet,v1,2026-06-01
D0009666,U004717,Gaming Console,v1,2026-05-27
D0009667,U004717,Desktop - Web,v1,2026-06-03
D0009668,U004718,Gaming Console,latest,2024-10-18
D0009669,U004719,Mobile - iOS,v1,2026-01-07
D0009670,U004720,Desktop - Web,latest,2024-03-19
D0009671,U004720,Mobile - Android,v1,2024-03-31
D0009672,U004721,Desktop - Web,v1,2023-10-02
D0009673,U004721,Tablet,v2,2023-10-01
D0009674,U004722,Desktop - Web,v2,2025-09-18
D0009675,U004723,Mobile - iOS,v3,2025-09-12
D0009676,U004724,Mobile - Android,v2,2024-05-05
D0009677,U004725,Desktop - Web,v3,2026-05-19
D0009678,U004726,Mobile - iOS,latest,2024-07-18
D0009679,U004727,Mobile - Android,v3,2025-12-02
D0009680,U004727,Tablet,v2,2025-11-19
D0009681,U004728,Tablet,latest,2025-04-28
D0009682,U004728,Smart TV,v3,2025-05-04
D0009683,U004729,Smart TV,v3,2025-05-18
D0009684,U004729,Gaming Console,v3,2025-05-09
D0009685,U004730,Mobile - Android,latest,2025-03-17
D0009686,U004731,Gaming Console,v3,2026-04-19
D0009687,U004732,Mobile - Android,v2,2025-06-11
D0009688,U004732,Gaming Console,v3,2025-06-14
D0009689,U004732,Smart TV,v2,2025-06-20
D0009690,U004732,Mobile - iOS,v2,2025-06-19
D0009691,U004733,Mobile - iOS,v3,2026-04-21
D0009692,U004733,Tablet,latest,2026-04-16
D0009693,U004733,Mobile - Android,v2,2026-04-26
D0009694,U004733,Gaming Console,v1,2026-04-25
D0009695,U004734,Desktop - Web,v3,2026-04-03
D0009696,U004734,Mobile - Android,v3,2026-03-31
D0009697,U004735,Mobile - iOS,v3,2024-06-06
D0009698,U004736,Gaming Console,v3,2024-02-14
D0009699,U004737,Smart TV,latest,2026-04-04
D0009700,U004737,Desktop - Web,v1,2026-03-30
D0009701,U004738,Desktop - Web,v1,2025-03-27
D0009702,U004738,Gaming Console,v3,2025-03-15
D0009703,U004738,Mobile - iOS,v3,2025-03-10
D0009704,U004738,Tablet,v3,2025-03-27
D0009705,U004739,Smart TV,latest,2026-01-17
D0009706,U004739,Gaming Console,v3,2026-01-17
D0009707,U004740,Gaming Console,v3,2023-04-21
D0009708,U004740,Smart TV,v3,2023-04-26
D0009709,U004740,Tablet,v1,2023-04-27
D0009710,U004740,Desktop - Web,v2,2023-04-19
D0009711,U004741,Mobile - iOS,latest,2022-04-02
D0009712,U004741,Desktop - Web,v3,2022-03-28
D0009713,U004742,Smart TV,v3,2025-02-22
D0009714,U004742,Mobile - Android,v2,2025-02-22
D0009715,U004742,Mobile - iOS,v2,2025-03-01
D0009716,U004743,Gaming Console,v1,2023-03-10
D0009717,U004743,Mobile - Android,v1,2023-03-15
D0009718,U004744,Gaming Console,v2,2026-05-11
D0009719,U004745,Gaming Console,v2,2024-01-11
D0009720,U004746,Mobile - Android,v2,2023-07-11
D0009721,U004747,Gaming Console,v1,2025-04-20
D0009722,U004747,Smart TV,latest,2025-04-02
D0009723,U004748,Gaming Console,latest,2024-07-01
D0009724,U004748,Mobile - Android,latest,2024-07-04
D0009725,U004749,Mobile - iOS,v3,2026-03-20
D0009726,U004749,Desktop - Web,v2,2026-03-25
D0009727,U004750,Desktop - Web,v1,2025-09-03
D0009728,U004751,Desktop - Web,v2,2023-08-28
D0009729,U004751,Mobile - iOS,latest,2023-09-01
D0009730,U004751,Tablet,v3,2023-09-08
D0009731,U004751,Smart TV,v2,2023-09-11
D0009732,U004752,Tablet,v3,2024-04-27
D0009733,U004753,Mobile - iOS,v3,2025-09-28
D0009734,U004753,Smart TV,v2,2025-09-16
D0009735,U004753,Tablet,v1,2025-09-17
D0009736,U004754,Mobile - iOS,v1,2025-08-01
D0009737,U004754,Smart TV,v2,2025-07-26
D0009738,U004754,Mobile - Android,v2,2025-07-21
D0009739,U004755,Mobile - iOS,latest,2024-06-28
D0009740,U004756,Mobile - iOS,latest,2026-05-19
D0009741,U004757,Mobile - Android,v3,2025-02-28
D0009742,U004757,Smart TV,v2,2025-02-10
D0009743,U004758,Mobile - iOS,v2,2026-03-10
D0009744,U004758,Smart TV,v3,2026-03-21
D0009745,U004758,Desktop - Web,v1,2026-03-12
D0009746,U004758,Mobile - Android,v1,2026-03-16
D0009747,U004759,Gaming Console,v1,2025-09-22
D0009748,U004759,Tablet,v1,2025-10-03
D0009749,U004760,Mobile - Android,v3,2026-01-15
D0009750,U004760,Gaming Console,v2,2026-01-12
D0009751,U004761,Desktop - Web,v2,2026-06-09
D0009752,U004761,Mobile - Android,v1,2026-06-03
D0009753,U004761,Mobile - iOS,v1,2026-06-11
D0009754,U004762,Gaming Console,v1,2024-01-04
D0009755,U004762,Mobile - iOS,latest,2024-01-02
D0009756,U004763,Smart TV,v3,2025-03-29
D0009757,U004764,Desktop - Web,v2,2025-11-23
D0009758,U004764,Gaming Console,latest,2025-11-21
D0009759,U004765,Smart TV,v3,2026-06-23
D0009760,U004766,Mobile - iOS,v2,2024-12-19
D0009761,U004767,Desktop - Web,v2,2024-08-18
D0009762,U004767,Mobile - Android,v1,2024-08-23
D0009763,U004768,Mobile - Android,v3,2025-09-20
D0009764,U004769,Mobile - iOS,v3,2025-03-18
D0009765,U004769,Mobile - Android,v2,2025-03-16
D0009766,U004770,Desktop - Web,v2,2025-09-13
D0009767,U004770,Smart TV,latest,2025-09-01
D0009768,U004770,Mobile - Android,v2,2025-09-03
D0009769,U004771,Desktop - Web,v2,2026-03-05
D0009770,U004771,Gaming Console,v3,2026-02-25
D0009771,U004771,Mobile - Android,v1,2026-03-07
D0009772,U004772,Desktop - Web,v1,2026-05-30
D0009773,U004773,Desktop - Web,latest,2024-06-27
D0009774,U004773,Gaming Console,v2,2024-06-27
D0009775,U004774,Gaming Console,v3,2024-12-23
D0009776,U004774,Smart TV,latest,2024-12-31
D0009777,U004775,Smart TV,v3,2022-03-26
D0009778,U004775,Gaming Console,latest,2022-03-20
D0009779,U004776,Gaming Console,v3,2022-11-16
D0009780,U004776,Mobile - Android,v1,2022-11-29
D0009781,U004776,Tablet,v3,2022-12-03
D0009782,U004777,Mobile - iOS,v2,2024-08-27
D0009783,U004777,Mobile - Android,v1,2024-08-13
D0009784,U004778,Mobile - iOS,v1,2024-05-02
D0009785,U004778,Mobile - Android,v1,2024-05-14
D0009786,U004778,Smart TV,latest,2024-05-03
D0009787,U004778,Gaming Console,latest,2024-05-08
D0009788,U004779,Mobile - iOS,v2,2025-05-31
D0009789,U004780,Gaming Console,v2,2023-01-07
D0009790,U004780,Desktop - Web,v3,2023-01-05
D0009791,U004781,Mobile - iOS,latest,2026-07-06
D0009792,U004782,Smart TV,v1,2025-09-05
D0009793,U004782,Mobile - iOS,latest,2025-09-08
D0009794,U004783,Mobile - Android,v2,2025-06-10
D0009795,U004783,Smart TV,v3,2025-06-09
D0009796,U004784,Smart TV,v3,2023-10-14
D0009797,U004784,Tablet,latest,2023-10-18
D0009798,U004785,Smart TV,v3,2024-09-15
D0009799,U004785,Desktop - Web,latest,2024-09-04
D0009800,U004785,Mobile - Android,v3,2024-09-13
D0009801,U004786,Tablet,v1,2024-07-01
D0009802,U004786,Desktop - Web,v2,2024-06-23
D0009803,U004786,Smart TV,v2,2024-06-27
D0009804,U004787,Smart TV,v2,2025-10-15
D0009805,U004788,Mobile - iOS,latest,2025-03-23
D0009806,U004788,Mobile - Android,v3,2025-03-13
D0009807,U004788,Smart TV,latest,2025-03-20
D0009808,U004789,Gaming Console,v1,2023-02-20
D0009809,U004790,Mobile - iOS,latest,2022-11-13
D0009810,U004791,Desktop - Web,v2,2025-03-28
D0009811,U004791,Gaming Console,v2,2025-04-13
D0009812,U004791,Mobile - Android,v1,2025-04-07
D0009813,U004792,Gaming Console,v2,2024-09-02
D0009814,U004792,Desktop - Web,v1,2024-09-08
D0009815,U004793,Smart TV,latest,2023-10-10
D0009816,U004793,Gaming Console,v2,2023-10-08
D0009817,U004794,Smart TV,latest,2024-08-16
D0009818,U004795,Mobile - iOS,v3,2025-11-09
D0009819,U004795,Smart TV,v1,2025-11-14
D0009820,U004796,Desktop - Web,v1,2024-06-04
D0009821,U004796,Mobile - Android,v2,2024-05-20
D0009822,U004797,Mobile - iOS,v2,2025-06-01
D0009823,U004797,Desktop - Web,v2,2025-05-30
D0009824,U004797,Smart TV,latest,2025-06-04
D0009825,U004797,Tablet,v1,2025-06-01
D0009826,U004798,Smart TV,v1,2025-05-14
D0009827,U004798,Gaming Console,latest,2025-05-20
D0009828,U004798,Desktop - Web,v3,2025-05-09
D0009829,U004799,Smart TV,latest,2025-11-17
D0009830,U004800,Tablet,v1,2025-07-06
D0009831,U004800,Smart TV,latest,2025-07-07
D0009832,U004800,Mobile - Android,v3,2025-07-02
D0009833,U004801,Mobile - iOS,latest,2022-08-08
D0009834,U004801,Gaming Console,v1,2022-07-24
D0009835,U004801,Tablet,v3,2022-07-29
D0009836,U004801,Smart TV,v1,2022-08-06
D0009837,U004802,Mobile - iOS,v2,2025-07-17
D0009838,U004802,Gaming Console,v2,2025-07-07
D0009839,U004803,Mobile - Android,v2,2026-01-07
D0009840,U004803,Mobile - iOS,v1,2026-01-05
D0009841,U004804,Desktop - Web,v1,2025-02-01
D0009842,U004804,Tablet,v2,2025-02-20
D0009843,U004804,Mobile - iOS,v1,2025-02-10
D0009844,U004805,Tablet,v1,2023-06-25
D0009845,U004805,Gaming Console,v3,2023-07-01
D0009846,U004805,Smart TV,v2,2023-07-10
D0009847,U004806,Tablet,v1,2025-09-16
D0009848,U004806,Desktop - Web,v1,2025-09-13
D0009849,U004807,Mobile - Android,v1,2024-12-07
D0009850,U004808,Gaming Console,latest,2023-08-17
D0009851,U004808,Tablet,v1,2023-08-11
D0009852,U004809,Desktop - Web,latest,2023-04-15
D0009853,U004809,Tablet,v1,2023-04-14
D0009854,U004810,Gaming Console,v3,2025-11-28
D0009855,U004810,Desktop - Web,v3,2025-12-05
D0009856,U004811,Smart TV,v1,2024-10-19
D0009857,U004811,Desktop - Web,v1,2024-10-08
D0009858,U004812,Smart TV,latest,2026-04-09
D0009859,U004812,Mobile - iOS,latest,2026-04-02
D0009860,U004812,Mobile - Android,latest,2026-04-12
D0009861,U004813,Tablet,v3,2024-01-10
D0009862,U004813,Gaming Console,latest,2024-01-20
D0009863,U004814,Mobile - Android,v2,2025-09-01
D0009864,U004815,Tablet,v2,2023-12-22
D0009865,U004815,Mobile - iOS,v1,2023-12-24
D0009866,U004815,Gaming Console,v3,2023-12-24
D0009867,U004816,Mobile - Android,v3,2025-08-29
D0009868,U004816,Desktop - Web,latest,2025-09-01
D0009869,U004817,Smart TV,v2,2025-02-25
D0009870,U004818,Tablet,v1,2024-12-24
D0009871,U004818,Mobile - iOS,v2,2024-12-24
D0009872,U004819,Mobile - Android,latest,2025-04-05
D0009873,U004819,Tablet,latest,2025-04-03
D0009874,U004819,Mobile - iOS,v1,2025-03-21
D0009875,U004819,Desktop - Web,v1,2025-04-02
D0009876,U004820,Tablet,latest,2026-03-23
D0009877,U004820,Mobile - iOS,latest,2026-04-05
D0009878,U004821,Smart TV,latest,2025-07-15
D0009879,U004821,Tablet,v2,2025-07-18
D0009880,U004821,Mobile - Android,v3,2025-07-08
D0009881,U004821,Gaming Console,latest,2025-07-09
D0009882,U004822,Gaming Console,v2,2024-01-03
D0009883,U004822,Mobile - iOS,v3,2023-12-27
D0009884,U004823,Gaming Console,v1,2026-02-06
D0009885,U004823,Desktop - Web,v2,2026-02-09
D0009886,U004823,Mobile - Android,v1,2026-02-08
D0009887,U004823,Tablet,v1,2026-02-06
D0009888,U004824,Mobile - Android,v3,2025-07-25
D0009889,U004824,Tablet,latest,2025-08-02
D0009890,U004824,Mobile - iOS,v3,2025-08-01
D0009891,U004825,Desktop - Web,latest,2025-06-02
D0009892,U004825,Mobile - iOS,latest,2025-06-01
D0009893,U004825,Tablet,v1,2025-06-01
D0009894,U004826,Smart TV,v1,2025-06-10
D0009895,U004827,Desktop - Web,latest,2024-05-25
D0009896,U004828,Mobile - Android,v3,2025-03-10
D0009897,U004829,Mobile - Android,v2,2026-03-18
D0009898,U004830,Smart TV,latest,2025-10-30
D0009899,U004831,Mobile - iOS,v3,2024-10-27
D0009900,U004831,Gaming Console,latest,2024-10-20
D0009901,U004832,Smart TV,v2,2024-03-03
D0009902,U004833,Smart TV,v3,2025-10-16
D0009903,U004833,Mobile - Android,v3,2025-10-26
D0009904,U004833,Mobile - iOS,latest,2025-10-22
D0009905,U004834,Smart TV,latest,2023-02-15
D0009906,U004834,Tablet,v3,2023-02-12
D0009907,U004834,Mobile - iOS,v3,2023-02-15
D0009908,U004835,Mobile - iOS,v1,2025-03-18
D0009909,U004835,Mobile - Android,v3,2025-03-11
D0009910,U004836,Desktop - Web,v3,2024-04-03
D0009911,U004836,Mobile - iOS,v2,2024-04-12
D0009912,U004836,Mobile - Android,v1,2024-04-02
D0009913,U004837,Desktop - Web,latest,2026-05-20
D0009914,U004837,Mobile - Android,latest,2026-05-20
D0009915,U004838,Mobile - iOS,v1,2024-01-29
D0009916,U004839,Desktop - Web,v2,2026-02-28
D0009917,U004839,Smart TV,v3,2026-02-22
D0009918,U004840,Tablet,latest,2025-10-27
D0009919,U004840,Desktop - Web,v1,2025-11-14
D0009920,U004840,Mobile - Android,v3,2025-11-08
D0009921,U004841,Desktop - Web,v1,2025-07-21
D0009922,U004842,Desktop - Web,v3,2025-03-22
D0009923,U004843,Desktop - Web,v2,2025-12-11
D0009924,U004844,Tablet,v2,2024-09-12
D0009925,U004844,Gaming Console,latest,2024-09-20
D0009926,U004844,Desktop - Web,v3,2024-09-16
D0009927,U004845,Mobile - iOS,v3,2025-03-18
D0009928,U004845,Mobile - Android,v1,2025-03-07
D0009929,U004846,Mobile - Android,v2,2025-09-09
D0009930,U004846,Desktop - Web,v1,2025-09-05
D0009931,U004847,Mobile - iOS,latest,2022-08-23
D0009932,U004848,Gaming Console,v1,2025-07-23
D0009933,U004848,Mobile - Android,v3,2025-07-20
D0009934,U004849,Mobile - Android,v2,2026-06-04
D0009935,U004850,Gaming Console,v1,2023-08-08
D0009936,U004851,Mobile - Android,v2,2024-06-14
D0009937,U004851,Tablet,latest,2024-06-13
D0009938,U004852,Smart TV,latest,2025-11-30
D0009939,U004852,Mobile - Android,v2,2025-12-05
D0009940,U004852,Desktop - Web,v2,2025-12-02
D0009941,U004853,Smart TV,v3,2025-02-14
D0009942,U004854,Gaming Console,latest,2023-05-03
D0009943,U004855,Mobile - Android,v3,2025-08-17
D0009944,U004855,Tablet,latest,2025-08-05
D0009945,U004855,Gaming Console,v3,2025-08-13
D0009946,U004856,Mobile - Android,latest,2026-04-19
D0009947,U004857,Smart TV,v2,2026-03-19
D0009948,U004857,Mobile - Android,v1,2026-03-06
D0009949,U004858,Mobile - Android,v2,2024-06-28
D0009950,U004858,Mobile - iOS,v3,2024-06-20
D0009951,U004858,Desktop - Web,v2,2024-07-01
D0009952,U004858,Gaming Console,v1,2024-07-03
D0009953,U004859,Tablet,v3,2026-06-29
D0009954,U004859,Desktop - Web,latest,2026-06-19
D0009955,U004860,Gaming Console,v1,2024-09-12
D0009956,U004860,Desktop - Web,v2,2024-09-06
D0009957,U004861,Desktop - Web,v1,2022-11-27
D0009958,U004861,Mobile - Android,v3,2022-11-10
D0009959,U004861,Gaming Console,v2,2022-11-23
D0009960,U004862,Gaming Console,v1,2024-08-24
D0009961,U004863,Gaming Console,v1,2024-10-20
D0009962,U004863,Mobile - iOS,v2,2024-10-12
D0009963,U004864,Desktop - Web,latest,2024-03-19
D0009964,U004864,Tablet,v3,2024-03-14
D0009965,U004865,Mobile - iOS,v3,2025-10-31
D0009966,U004866,Smart TV,v3,2024-06-23
D0009967,U004866,Mobile - iOS,v3,2024-06-13
D0009968,U004867,Smart TV,v1,2025-02-15
D0009969,U004867,Tablet,v3,2025-02-20
D0009970,U004867,Gaming Console,latest,2025-02-24
D0009971,U004867,Mobile - iOS,latest,2025-02-27
D0009972,U004868,Smart TV,v2,2023-11-27
D0009973,U004868,Gaming Console,v2,2023-11-30
D0009974,U004869,Desktop - Web,latest,2023-12-02
D0009975,U004870,Desktop - Web,latest,2025-06-02
D0009976,U004871,Gaming Console,v2,2026-04-05
D0009977,U004871,Mobile - iOS,v3,2026-04-17
D0009978,U004871,Smart TV,latest,2026-04-16
D0009979,U004871,Tablet,v1,2026-04-16
D0009980,U004872,Mobile - iOS,v3,2024-02-12
D0009981,U004873,Gaming Console,v1,2026-02-15
D0009982,U004874,Mobile - iOS,v3,2024-02-04
D0009983,U004874,Desktop - Web,v3,2024-02-08
D0009984,U004875,Gaming Console,v3,2024-03-18
D0009985,U004875,Mobile - Android,v1,2024-03-13
D0009986,U004875,Smart TV,latest,2024-03-22
D0009987,U004875,Desktop - Web,v3,2024-03-16
D0009988,U004876,Smart TV,latest,2023-10-23
D0009989,U004876,Tablet,v3,2023-10-26
D0009990,U004876,Desktop - Web,v2,2023-10-22
D0009991,U004876,Mobile - Android,latest,2023-10-27
D0009992,U004877,Mobile - Android,latest,2024-11-13
D0009993,U004878,Gaming Console,v3,2025-07-21
D0009994,U004878,Mobile - iOS,v3,2025-07-29
D0009995,U004878,Smart TV,v1,2025-07-27
D0009996,U004878,Desktop - Web,latest,2025-08-04
D0009997,U004879,Mobile - Android,v2,2026-06-12
D0009998,U004879,Smart TV,v2,2026-06-19
D0009999,U004879,Tablet,latest,2026-06-11
D0010000,U004879,Gaming Console,v3,2026-06-17
D0010001,U004880,Desktop - Web,v2,2025-02-13
D0010002,U004880,Smart TV,v1,2025-02-20
D0010003,U004881,Mobile - iOS,v3,2025-06-03
D0010004,U004882,Desktop - Web,v1,2025-08-03
D0010005,U004882,Gaming Console,v3,2025-08-02
D0010006,U004883,Smart TV,v2,2025-09-22
D0010007,U004884,Desktop - Web,v1,2024-11-12
D0010008,U004884,Tablet,latest,2024-11-07
D0010009,U004885,Desktop - Web,v3,2026-02-26
D0010010,U004886,Gaming Console,v1,2026-05-01
D0010011,U004886,Mobile - Android,v2,2026-05-04
D0010012,U004886,Smart TV,v2,2026-04-20
D0010013,U004887,Desktop - Web,v1,2026-05-02
D0010014,U004888,Mobile - Android,v1,2026-06-20
D0010015,U004888,Mobile - iOS,v2,2026-06-19
D0010016,U004888,Smart TV,v3,2026-06-03
D0010017,U004888,Desktop - Web,v2,2026-06-10
D0010018,U004889,Gaming Console,v3,2026-06-23
D0010019,U004889,Mobile - iOS,v1,2026-07-04
D0010020,U004890,Mobile - iOS,v3,2026-03-08
D0010021,U004890,Tablet,v2,2026-02-21
D0010022,U004891,Mobile - Android,latest,2025-05-22
D0010023,U004891,Mobile - iOS,v2,2025-06-04
D0010024,U004891,Gaming Console,v2,2025-05-21
D0010025,U004892,Mobile - Android,v3,2025-03-11
D0010026,U004892,Desktop - Web,v2,2025-02-27
D0010027,U004892,Tablet,latest,2025-03-09
D0010028,U004893,Smart TV,latest,2025-12-18
D0010029,U004894,Desktop - Web,v3,2026-01-31
D0010030,U004894,Mobile - iOS,v2,2026-01-24
D0010031,U004894,Smart TV,v2,2026-01-19
D0010032,U004895,Tablet,v2,2025-09-20
D0010033,U004895,Mobile - Android,latest,2025-09-14
D0010034,U004895,Desktop - Web,latest,2025-09-23
D0010035,U004895,Smart TV,latest,2025-09-24
D0010036,U004896,Mobile - Android,latest,2025-10-03
D0010037,U004896,Mobile - iOS,v1,2025-10-15
D0010038,U004897,Tablet,v2,2023-07-12
D0010039,U004897,Mobile - iOS,v1,2023-07-08
D0010040,U004898,Mobile - iOS,v2,2024-11-08
D0010041,U004898,Smart TV,v2,2024-11-16
D0010042,U004898,Desktop - Web,v3,2024-11-09
D0010043,U004899,Mobile - Android,v1,2025-05-26
D0010044,U004900,Gaming Console,v1,2026-03-14
D0010045,U004900,Tablet,latest,2026-03-16
D0010046,U004901,Smart TV,latest,2024-11-08
D0010047,U004902,Mobile - Android,v3,2023-09-12
D0010048,U004902,Mobile - iOS,v3,2023-09-04
D0010049,U004903,Smart TV,latest,2025-07-28
D0010050,U004903,Gaming Console,v2,2025-08-04
D0010051,U004903,Desktop - Web,v2,2025-08-03
D0010052,U004904,Tablet,v3,2026-06-04
D0010053,U004905,Smart TV,latest,2025-12-02
D0010054,U004906,Mobile - iOS,latest,2025-03-14
D0010055,U004907,Tablet,v3,2024-01-24
D0010056,U004907,Mobile - iOS,latest,2024-01-26
D0010057,U004907,Gaming Console,v2,2024-01-21
D0010058,U004907,Desktop - Web,latest,2024-01-08
D0010059,U004908,Desktop - Web,v2,2026-04-04
D0010060,U004908,Mobile - iOS,latest,2026-03-30
D0010061,U004908,Gaming Console,latest,2026-04-07
D0010062,U004908,Tablet,v1,2026-04-05
D0010063,U004909,Desktop - Web,latest,2026-04-26
D0010064,U004909,Mobile - iOS,v1,2026-05-09
D0010065,U004909,Tablet,v3,2026-04-22
D0010066,U004910,Smart TV,latest,2026-04-05
D0010067,U004911,Mobile - Android,v1,2022-08-07
D0010068,U004912,Mobile - iOS,v2,2024-08-08
D0010069,U004913,Mobile - iOS,v3,2024-10-23
D0010070,U004913,Mobile - Android,v3,2024-10-28
D0010071,U004914,Gaming Console,latest,2022-05-05
D0010072,U004915,Mobile - Android,v3,2025-09-20
D0010073,U004915,Mobile - iOS,latest,2025-09-22
D0010074,U004916,Mobile - Android,v3,2024-09-29
D0010075,U004916,Mobile - iOS,v1,2024-10-06
D0010076,U004917,Gaming Console,v1,2026-04-23
D0010077,U004917,Desktop - Web,v2,2026-04-13
D0010078,U004918,Desktop - Web,v2,2026-05-16
D0010079,U004919,Tablet,latest,2026-04-13
D0010080,U004919,Desktop - Web,v1,2026-04-26
D0010081,U004920,Mobile - Android,v3,2024-07-27
D0010082,U004920,Gaming Console,latest,2024-08-10
D0010083,U004921,Mobile - iOS,v3,2025-02-22
D0010084,U004921,Smart TV,v1,2025-02-28
D0010085,U004921,Tablet,v1,2025-03-04
D0010086,U004921,Gaming Console,v3,2025-02-26
D0010087,U004922,Gaming Console,v1,2026-03-22
D0010088,U004922,Desktop - Web,v3,2026-03-15
D0010089,U004922,Mobile - iOS,v2,2026-03-12
D0010090,U004922,Smart TV,v3,2026-03-22
D0010091,U004923,Mobile - Android,v3,2026-03-09
D0010092,U004924,Smart TV,v2,2024-07-12
D0010093,U004924,Gaming Console,latest,2024-07-10
D0010094,U004925,Desktop - Web,v3,2025-05-27
D0010095,U004926,Desktop - Web,v2,2025-04-10
D0010096,U004926,Tablet,v2,2025-04-12
D0010097,U004927,Mobile - iOS,v3,2025-08-30
D0010098,U004927,Smart TV,v1,2025-09-01
D0010099,U004928,Mobile - iOS,v2,2024-04-29
D0010100,U004929,Mobile - iOS,v3,2024-04-27
D0010101,U004930,Mobile - iOS,v3,2025-05-16
D0010102,U004930,Desktop - Web,v3,2025-05-20
D0010103,U004931,Smart TV,v3,2025-01-20
D0010104,U004931,Gaming Console,v3,2025-01-15
D0010105,U004932,Smart TV,v1,2024-10-31
D0010106,U004933,Smart TV,latest,2024-12-02
D0010107,U004933,Tablet,v3,2024-11-24
D0010108,U004934,Gaming Console,v3,2025-01-11
D0010109,U004934,Mobile - iOS,v2,2025-01-12
D0010110,U004934,Smart TV,v1,2025-01-17
D0010111,U004935,Desktop - Web,v2,2024-07-24
D0010112,U004936,Smart TV,v3,2025-08-05
D0010113,U004936,Mobile - Android,latest,2025-08-10
D0010114,U004937,Mobile - Android,latest,2025-12-30
D0010115,U004937,Gaming Console,v3,2025-12-20
D0010116,U004937,Mobile - iOS,v2,2025-12-20
D0010117,U004938,Mobile - iOS,v2,2026-06-18
D0010118,U004938,Mobile - Android,latest,2026-06-21
D0010119,U004938,Gaming Console,latest,2026-06-21
