subscription_id,user_id,plan_type,monthly_price_usd,billing_cycle,start_date,end_date,status,auto_renew,cancellation_reason,is_free_trial
S0005560,U004581,Standard,15.49,Monthly,2026-01-22,2026-06-30,Active,True,,False
S0005561,U004582,Premium,22.99,Monthly,2023-10-31,2024-12-25,Cancelled,True,Price too high,False
S0005562,U004583,Standard,15.49,Monthly,2025-11-12,2026-06-30,Active,True,,False
S0005563,U004584,Basic,6.99,Monthly,2024-12-09,2026-02-08,Cancelled,True,Low usage,True
S0005564,U004585,Standard,15.49,Monthly,2025-07-22,2026-01-26,Cancelled,False,Not enough content,False
S0005565,U004585,Mobile,3.99,Monthly,2026-02-22,2026-06-30,Active,False,,False
S0005566,U004586,Standard,15.49,Monthly,2025-03-23,2025-08-14,Cancelled,False,Not enough content,True
S0005567,U004586,Standard,15.49,Monthly,2025-09-09,2026-06-30,Active,True,,False
S0005568,U004587,Basic,6.99,Annual,2025-02-24,2026-03-18,Cancelled,True,Low usage,True
S0005569,U004588,Basic,6.99,Monthly,2025-10-03,2026-02-16,Cancelled,True,Price too high,False
S0005570,U004589,Premium,22.99,Monthly,2025-03-27,2025-12-09,Cancelled,True,Price too high,True
S0005571,U004590,Basic,6.99,Annual,2025-06-13,2025-09-08,Cancelled,True,Other,False
S0005572,U004591,Basic,6.99,Annual,2026-01-02,2026-04-15,Cancelled,True,Low usage,False
S0005573,U004592,Basic,6.99,Monthly,2025-03-04,2025-04-21,Cancelled,True,Low usage,False
S0005574,U004593,Mobile,3.99,Monthly,2024-12-19,2026-06-30,Cancelled,False,Price too high,False
S0005575,U004594,Standard,15.49,Monthly,2022-10-27,2023-02-18,Cancelled,False,Other,True
S0005576,U004594,Standard,15.49,Monthly,2023-03-12,2023-12-24,Cancelled,True,Price too high,False
S0005577,U004595,Standard,15.49,Monthly,2025-10-15,2026-05-20,Cancelled,True,Not enough content,False
S0005578,U004596,Basic,6.99,Monthly,2025-06-19,2026-06-30,Active,True,,False
S0005579,U004597,Standard,15.49,Annual,2025-07-25,2026-03-03,Cancelled,True,Found alternative,False
S0005580,U004598,Mobile,3.99,Monthly,2023-03-13,2023-07-07,Cancelled,True,Low usage,True
S0005581,U004599,Basic,6.99,Monthly,2025-06-21,2025-08-07,Cancelled,True,Price too high,True
S0005582,U004599,Standard,15.49,Monthly,2025-09-02,2026-03-19,Cancelled,False,Price too high,False
S0005583,U004599,Mobile,3.99,Annual,2026-06-08,2026-06-30,Active,True,,False
S0005584,U004600,Standard,15.49,Monthly,2023-11-23,2026-01-03,Cancelled,True,Other,True
S0005585,U004601,Standard,15.49,Monthly,2025-02-26,2025-04-17,Cancelled,False,Price too high,False
S0005586,U004601,Premium,22.99,Monthly,2025-05-05,2026-03-22,Cancelled,True,Price too high,False
S0005587,U004602,Basic,6.99,Monthly,2024-12-05,2025-08-29,Cancelled,True,Not enough content,True
S0005588,U004603,Mobile,3.99,Monthly,2026-02-21,2026-04-21,Cancelled,True,Other,False
S0005589,U004604,Standard,15.49,Monthly,2025-11-26,2026-06-30,Active,True,,False
S0005590,U004605,Basic,6.99,Monthly,2025-02-13,2025-04-15,Cancelled,True,Price too high,False
S0005591,U004606,Standard,15.49,Monthly,2025-03-27,2025-10-16,Cancelled,True,Low usage,False
S0005592,U004606,Basic,6.99,Annual,2025-10-21,2026-02-13,Cancelled,True,Not enough content,False
S0005593,U004607,Premium,22.99,Monthly,2025-11-09,2026-04-10,Cancelled,True,Found alternative,False
S0005594,U004608,Basic,6.99,Monthly,2024-11-11,2026-04-05,Cancelled,True,Low usage,True
S0005595,U004609,Standard,15.49,Monthly,2023-01-11,2023-11-15,Cancelled,True,Low usage,True
S0005596,U004610,Premium,22.99,Monthly,2025-04-13,2026-03-25,Cancelled,True,Found alternative,True
S0005597,U004611,Standard,15.49,Monthly,2024-07-13,2025-06-20,Cancelled,True,Technical issues,True
S0005598,U004612,Standard,15.49,Monthly,2024-08-07,2025-05-16,Cancelled,True,Low usage,True
S0005599,U004613,Standard,15.49,Monthly,2024-05-03,2024-06-07,Cancelled,True,Price too high,True
S0005600,U004614,Premium,22.99,Monthly,2023-04-12,2024-06-04,Cancelled,True,Price too high,True
S0005601,U004615,Standard,15.49,Monthly,2026-01-20,2026-06-30,Active,True,,False
S0005602,U004616,Premium,22.99,Annual,2022-04-01,2023-02-10,Cancelled,False,Technical issues,False
S0005603,U004616,Standard,15.49,Monthly,2023-04-05,2023-07-17,Cancelled,True,Found alternative,False
S0005604,U004617,Basic,6.99,Monthly,2026-03-19,2026-06-30,Active,True,,True
S0005605,U004618,Standard,15.49,Monthly,2023-10-10,2024-08-20,Cancelled,True,Found alternative,False
S0005606,U004619,Standard,15.49,Monthly,2025-04-17,2025-11-07,Cancelled,True,Not enough content,False
S0005607,U004620,Basic,6.99,Annual,2025-08-19,2026-02-20,Cancelled,True,Price too high,False
S0005608,U004621,Standard,15.49,Monthly,2025-12-31,2026-06-30,Cancelled,True,Not enough content,False
S0005609,U004622,Premium,22.99,Monthly,2023-03-28,2023-10-15,Cancelled,True,Low usage,False
S0005610,U004622,Basic,6.99,Monthly,2023-11-04,2026-01-05,Cancelled,True,Low usage,False
S0005611,U004622,Basic,6.99,Monthly,2026-05-22,2026-06-30,Active,True,,False
S0005612,U004623,Standard,15.49,Monthly,2024-01-07,2024-11-25,Cancelled,False,Low usage,False
S0005613,U004623,Premium,22.99,Monthly,2025-01-02,2025-04-20,Cancelled,True,Low usage,False
S0005614,U004623,Premium,22.99,Monthly,2025-05-05,2025-06-04,Cancelled,True,Low usage,False
S0005615,U004624,Mobile,3.99,Monthly,2022-12-11,2023-07-24,Cancelled,True,Low usage,True
S0005616,U004625,Premium,22.99,Monthly,2024-02-09,2024-04-30,Cancelled,True,Price too high,False
S0005617,U004626,Basic,6.99,Monthly,2024-12-22,2025-03-06,Cancelled,False,Price too high,False
S0005618,U004626,Premium,22.99,Monthly,2025-03-17,2026-04-11,Cancelled,False,Not enough content,False
S0005619,U004627,Premium,22.99,Monthly,2023-04-09,2025-01-28,Cancelled,True,Found alternative,True
S0005620,U004628,Basic,6.99,Monthly,2023-03-01,2024-03-31,Cancelled,True,Price too high,True
S0005621,U004628,Mobile,3.99,Monthly,2024-04-05,2024-10-27,Cancelled,True,Found alternative,False
S0005622,U004628,Standard,15.49,Monthly,2024-11-07,2025-04-24,Cancelled,True,Price too high,False
S0005623,U004629,Mobile,3.99,Annual,2025-12-07,2026-01-08,Cancelled,True,Not enough content,False
S0005624,U004630,Mobile,3.99,Monthly,2026-06-17,2026-06-30,Active,True,,True
S0005625,U004631,Standard,15.49,Monthly,2022-11-13,2023-12-13,Cancelled,True,Price too high,False
S0005626,U004632,Standard,15.49,Monthly,2024-05-14,2026-02-01,Cancelled,True,Not enough content,False
S0005627,U004633,Premium,22.99,Monthly,2025-07-25,2026-05-26,Cancelled,False,Temporary pause,True
S0005628,U004634,Basic,6.99,Annual,2023-01-24,2023-05-29,Cancelled,True,Price too high,False
S0005629,U004634,Premium,22.99,Monthly,2023-07-03,2023-11-17,Cancelled,True,Temporary pause,False
S0005630,U004634,Basic,6.99,Monthly,2024-02-17,2024-06-13,Cancelled,True,Price too high,False
S0005631,U004635,Mobile,3.99,Monthly,2024-04-20,2025-07-26,Cancelled,True,Not enough content,False
S0005632,U004636,Premium,22.99,Annual,2023-07-01,2025-05-18,Cancelled,True,Price too high,True
S0005633,U004637,Premium,22.99,Monthly,2025-10-22,2026-06-30,Active,True,,True
S0005634,U004638,Standard,15.49,Monthly,2024-07-29,2024-10-13,Cancelled,True,Price too high,True
S0005635,U004639,Standard,15.49,Monthly,2025-06-11,2026-02-22,Cancelled,True,Low usage,False
S0005636,U004639,Mobile,3.99,Monthly,2026-03-13,2026-06-30,Cancelled,True,Price too high,False
S0005637,U004640,Standard,15.49,Monthly,2023-11-26,2024-06-18,Cancelled,True,Technical issues,True
S0005638,U004640,Standard,15.49,Monthly,2024-07-05,2026-03-02,Cancelled,True,Other,False
S0005639,U004640,Standard,15.49,Monthly,2026-06-01,2026-06-30,Active,True,,False
S0005640,U004641,Standard,15.49,Monthly,2023-08-25,2026-06-30,Active,True,,False
S0005641,U004642,Standard,15.49,Monthly,2026-06-08,2026-06-30,Active,True,,True
S0005642,U004643,Basic,6.99,Monthly,2026-04-23,2026-06-30,Active,False,,True
S0005643,U004644,Standard,15.49,Monthly,2023-04-02,2024-10-28,Cancelled,False,Price too high,True
S0005644,U004645,Basic,6.99,Annual,2024-05-11,2025-02-03,Cancelled,True,Low usage,False
S0005645,U004646,Basic,6.99,Monthly,2026-03-06,2026-06-30,Cancelled,True,Price too high,False
S0005646,U004647,Premium,22.99,Monthly,2025-10-13,2026-05-06,Cancelled,False,Price too high,False
S0005647,U004648,Premium,22.99,Monthly,2023-01-09,2023-03-11,Cancelled,True,Price too high,True
S0005648,U004648,Basic,6.99,Monthly,2023-03-26,2023-05-21,Cancelled,True,Low usage,False
S0005649,U004649,Standard,15.49,Monthly,2024-12-01,2025-02-02,Cancelled,True,Found alternative,False
S0005650,U004650,Premium,22.99,Annual,2025-04-11,2026-02-18,Cancelled,True,Price too high,False
S0005651,U004651,Basic,6.99,Monthly,2024-11-28,2025-02-06,Cancelled,True,Low usage,True
S0005652,U004652,Premium,22.99,Monthly,2024-04-18,2024-06-16,Cancelled,True,Found alternative,False
S0005653,U004653,Basic,6.99,Annual,2024-10-30,2025-01-15,Cancelled,True,Not enough content,True
S0005654,U004654,Premium,22.99,Monthly,2025-10-26,2026-01-14,Cancelled,True,Temporary pause,False
S0005655,U004654,Premium,22.99,Monthly,2026-05-19,2026-06-30,Active,True,,False
S0005656,U004655,Premium,22.99,Monthly,2023-11-21,2024-09-14,Cancelled,True,Other,False
S0005657,U004656,Standard,15.49,Monthly,2025-08-11,2026-06-30,Cancelled,True,Found alternative,True
S0005658,U004657,Premium,22.99,Monthly,2024-01-13,2024-07-17,Cancelled,True,Not enough content,False
S0005659,U004658,Standard,15.49,Monthly,2024-08-04,2024-10-07,Cancelled,False,Not enough content,False
S0005660,U004659,Standard,15.49,Monthly,2024-05-12,2024-10-04,Cancelled,True,Low usage,False
S0005661,U004660,Premium,22.99,Monthly,2025-09-06,2026-06-30,Cancelled,True,Found alternative,True
S0005662,U004661,Basic,6.99,Monthly,2025-12-11,2026-06-30,Active,True,,False
S0005663,U004662,Standard,15.49,Monthly,2025-03-17,2025-08-16,Cancelled,False,Low usage,False
S0005664,U004662,Basic,6.99,Monthly,2025-10-01,2026-02-21,Cancelled,True,Price too high,False
S0005665,U004663,Standard,15.49,Monthly,2024-11-07,2025-05-02,Cancelled,True,Low usage,False
S0005666,U004663,Basic,6.99,Monthly,2025-06-07,2026-06-30,Active,True,,False
S0005667,U004664,Premium,22.99,Monthly,2025-10-18,2026-06-30,Active,True,,False
S0005668,U004665,Basic,6.99,Monthly,2024-07-17,2025-08-03,Cancelled,True,Price too high,True
S0005669,U004666,Standard,15.49,Monthly,2023-11-28,2024-01-31,Cancelled,True,Price too high,False
S0005670,U004667,Standard,15.49,Monthly,2025-08-11,2025-10-16,Cancelled,True,Other,False
S0005671,U004667,Premium,22.99,Monthly,2025-11-22,2026-06-30,Cancelled,True,Low usage,False
S0005672,U004668,Mobile,3.99,Monthly,2025-09-04,2025-10-26,Cancelled,True,Found alternative,False
S0005673,U004668,Mobile,3.99,Monthly,2025-11-23,2026-06-09,Cancelled,True,Found alternative,False
S0005674,U004669,Standard,15.49,Monthly,2025-02-14,2025-04-02,Cancelled,True,Price too high,False
S0005675,U004670,Premium,22.99,Monthly,2023-02-09,2024-01-16,Cancelled,True,Price too high,True
S0005676,U004671,Basic,6.99,Monthly,2026-02-02,2026-06-30,Cancelled,False,Found alternative,False
S0005677,U004672,Premium,22.99,Monthly,2026-02-02,2026-05-14,Cancelled,False,Not enough content,True
S0005678,U004673,Mobile,3.99,Monthly,2026-03-08,2026-06-25,Cancelled,True,Not enough content,True
S0005679,U004674,Premium,22.99,Monthly,2026-01-11,2026-03-31,Cancelled,False,Temporary pause,False
S0005680,U004675,Premium,22.99,Monthly,2023-05-12,2023-09-17,Cancelled,True,Low usage,False
S0005681,U004676,Standard,15.49,Monthly,2023-05-30,2024-05-27,Cancelled,True,Price too high,True
S0005682,U004677,Premium,22.99,Monthly,2026-01-25,2026-06-30,Active,True,,False
S0005683,U004678,Basic,6.99,Monthly,2024-03-06,2024-05-31,Cancelled,True,Not enough content,True
S0005684,U004679,Basic,6.99,Annual,2025-12-06,2026-01-12,Cancelled,True,Technical issues,False
S0005685,U004679,Standard,15.49,Monthly,2026-02-03,2026-04-24,Cancelled,False,Low usage,False
S0005686,U004680,Mobile,3.99,Monthly,2025-08-21,2026-04-22,Cancelled,True,Technical issues,False
S0005687,U004681,Standard,15.49,Monthly,2026-03-02,2026-06-30,Cancelled,True,Not enough content,True
S0005688,U004682,Mobile,3.99,Monthly,2024-11-12,2025-06-18,Cancelled,True,Temporary pause,False
S0005689,U004683,Premium,22.99,Monthly,2023-10-26,2025-09-11,Cancelled,False,Found alternative,False
S0005690,U004684,Standard,15.49,Monthly,2025-02-28,2025-11-10,Cancelled,True,Price too high,False
S0005691,U004684,Standard,15.49,Monthly,2026-01-13,2026-02-26,Cancelled,True,Other,False
S0005692,U004685,Standard,15.49,Monthly,2023-12-04,2024-03-17,Cancelled,True,Found alternative,False
S0005693,U004686,Standard,15.49,Monthly,2022-04-18,2023-03-07,Cancelled,False,Technical issues,False
S0005694,U004687,Mobile,3.99,Annual,2024-05-23,2026-04-11,Cancelled,False,Price too high,True
S0005695,U004688,Premium,22.99,Monthly,2026-04-16,2026-06-30,Cancelled,True,Low usage,False
S0005696,U004689,Standard,15.49,Monthly,2025-10-21,2026-06-30,Active,True,,False
S0005697,U004690,Basic,6.99,Monthly,2025-09-25,2026-06-30,Active,True,,False
S0005698,U004691,Basic,6.99,Annual,2026-03-20,2026-06-30,Active,True,,False
S0005699,U004692,Standard,15.49,Monthly,2026-01-10,2026-06-22,Cancelled,True,Price too high,True
S0005700,U004693,Mobile,3.99,Monthly,2024-11-24,2025-12-17,Cancelled,False,Low usage,False
S0005701,U004694,Standard,15.49,Monthly,2024-08-20,2025-05-04,Cancelled,True,Low usage,True
S0005702,U004695,Premium,22.99,Monthly,2023-06-21,2024-02-20,Cancelled,True,Price too high,False
S0005703,U004696,Standard,15.49,Monthly,2026-03-24,2026-06-30,Active,True,,False
S0005704,U004697,Mobile,3.99,Monthly,2023-02-03,2024-01-19,Cancelled,True,Low usage,False
S0005705,U004698,Standard,15.49,Monthly,2023-06-23,2023-07-23,Cancelled,True,Found alternative,False
S0005706,U004699,Basic,6.99,Monthly,2025-01-14,2026-06-30,Cancelled,True,Found alternative,True
S0005707,U004700,Mobile,3.99,Monthly,2023-06-11,2023-10-23,Cancelled,False,Found alternative,False
S0005708,U004701,Basic,6.99,Monthly,2023-08-09,2024-10-03,Cancelled,True,Low usage,False
S0005709,U004702,Mobile,3.99,Monthly,2026-02-08,2026-04-23,Cancelled,True,Temporary pause,False
S0005710,U004703,Standard,15.49,Monthly,2025-06-17,2026-06-30,Active,True,,False
S0005711,U004704,Standard,15.49,Monthly,2024-05-13,2026-06-30,Active,False,,False
S0005712,U004705,Basic,6.99,Monthly,2025-09-25,2025-11-06,Cancelled,True,Low usage,False
S0005713,U004706,Standard,15.49,Monthly,2023-08-03,2024-12-23,Cancelled,True,Not enough content,True
S0005714,U004707,Standard,15.49,Monthly,2025-09-24,2026-01-31,Cancelled,True,Technical issues,False
S0005715,U004707,Standard,15.49,Monthly,2026-03-25,2026-06-30,Active,True,,False
S0005716,U004708,Basic,6.99,Monthly,2024-09-29,2025-01-23,Cancelled,True,Price too high,True
S0005717,U004708,Basic,6.99,Monthly,2025-02-28,2025-07-30,Cancelled,True,Low usage,False
S0005718,U004709,Premium,22.99,Annual,2025-08-17,2025-12-31,Cancelled,False,Low usage,False
S0005719,U004709,Mobile,3.99,Monthly,2026-01-30,2026-06-30,Cancelled,True,Not enough content,False
S0005720,U004710,Standard,15.49,Monthly,2025-01-28,2025-05-29,Cancelled,True,Found alternative,False
S0005721,U004711,Standard,15.49,Monthly,2025-03-13,2026-05-03,Cancelled,True,Price too high,False
S0005722,U004712,Standard,15.49,Monthly,2024-09-18,2025-05-03,Cancelled,True,Technical issues,False
S0005723,U004713,Mobile,3.99,Monthly,2026-04-09,2026-06-30,Active,True,,True
S0005724,U004714,Premium,22.99,Monthly,2026-05-15,2026-06-30,Active,True,,False
S0005725,U004715,Mobile,3.99,Monthly,2026-04-01,2026-06-30,Active,True,,False
S0005726,U004716,Premium,22.99,Monthly,2026-05-13,2026-06-30,Active,False,,False
S0005727,U004717,Standard,15.49,Monthly,2026-05-27,2026-06-30,Cancelled,True,Temporary pause,False
S0005728,U004718,Standard,15.49,Monthly,2024-10-10,2024-12-22,Cancelled,True,Technical issues,False
S0005729,U004719,Standard,15.49,Monthly,2025-12-28,2026-04-20,Cancelled,True,Temporary pause,False
S0005730,U004720,Mobile,3.99,Annual,2024-03-19,2025-05-16,Cancelled,True,Not enough content,True
S0005731,U004721,Mobile,3.99,Monthly,2023-09-14,2024-05-10,Cancelled,True,Price too high,False
S0005732,U004722,Premium,22.99,Monthly,2025-09-15,2026-06-30,Active,True,,True
S0005733,U004723,Standard,15.49,Annual,2025-08-26,2026-02-22,Cancelled,True,Price too high,False
S0005734,U004724,Standard,15.49,Monthly,2024-04-20,2024-11-21,Cancelled,True,Technical issues,False
S0005735,U004724,Standard,15.49,Monthly,2024-12-25,2026-06-30,Active,True,,False
S0005736,U004725,Basic,6.99,Monthly,2026-05-19,2026-06-30,Cancelled,True,Price too high,False
S0005737,U004726,Premium,22.99,Monthly,2024-07-14,2025-11-10,Cancelled,True,Found alternative,False
S0005738,U004727,Premium,22.99,Monthly,2025-11-16,2026-06-30,Active,False,,False
S0005739,U004728,Basic,6.99,Annual,2025-04-27,2025-06-10,Cancelled,True,Price too high,False
S0005740,U004729,Standard,15.49,Monthly,2025-04-29,2025-12-26,Cancelled,True,Not enough content,True
S0005741,U004730,Premium,22.99,Monthly,2025-03-06,2025-05-06,Cancelled,False,Other,False
S0005742,U004731,Standard,15.49,Monthly,2026-04-05,2026-06-30,Cancelled,True,Price too high,False
S0005743,U004732,Standard,15.49,Monthly,2025-06-07,2026-06-30,Active,True,,True
S0005744,U004733,Standard,15.49,Monthly,2026-04-08,2026-06-30,Active,True,,False
S0005745,U004734,Basic,6.99,Monthly,2026-03-15,2026-06-30,Active,True,,False
S0005746,U004735,Basic,6.99,Monthly,2024-06-06,2024-08-18,Cancelled,True,Low usage,False
S0005747,U004735,Standard,15.49,Monthly,2024-09-14,2024-12-24,Cancelled,False,Low usage,False
S0005748,U004736,Standard,15.49,Monthly,2024-02-04,2026-06-30,Active,True,,True
S0005749,U004737,Basic,6.99,Annual,2026-03-28,2026-06-28,Cancelled,True,Temporary pause,True
S0005750,U004738,Premium,22.99,Monthly,2025-03-09,2025-05-25,Cancelled,False,Found alternative,False
S0005751,U004739,Basic,6.99,Monthly,2026-01-06,2026-03-30,Cancelled,False,Not enough content,False
S0005752,U004740,Standard,15.49,Monthly,2023-04-11,2024-02-01,Cancelled,True,Found alternative,False
S0005753,U004741,Premium,22.99,Monthly,2022-03-28,2022-07-24,Cancelled,False,Price too high,False
S0005754,U004742,Mobile,3.99,Monthly,2025-02-13,2025-03-20,Cancelled,True,Temporary pause,False
S0005755,U004742,Premium,22.99,Monthly,2025-05-16,2025-07-24,Cancelled,True,Low usage,False
S0005756,U004743,Standard,15.49,Annual,2023-02-24,2023-12-19,Cancelled,True,Not enough content,False
S0005757,U004744,Standard,15.49,Monthly,2026-04-23,2026-06-30,Active,True,,True
S0005758,U004745,Standard,15.49,Monthly,2024-01-05,2024-09-27,Cancelled,True,Low usage,True
S0005759,U004745,Premium,22.99,Monthly,2024-12-10,2025-09-07,Cancelled,True,Not enough content,False
S0005760,U004746,Premium,22.99,Monthly,2023-06-23,2023-10-09,Cancelled,True,Temporary pause,True
S0005761,U004746,Standard,15.49,Monthly,2023-11-26,2024-01-18,Cancelled,True,Technical issues,False
S0005762,U004747,Basic,6.99,Monthly,2025-04-01,2026-03-22,Cancelled,True,Price too high,True
S0005763,U004748,Basic,6.99,Monthly,2024-06-24,2024-08-16,Cancelled,False,Low usage,False
S0005764,U004749,Premium,22.99,Monthly,2026-03-12,2026-06-30,Active,True,,False
S0005765,U004750,Basic,6.99,Monthly,2025-09-02,2026-06-30,Active,True,,True
S0005766,U004751,Premium,22.99,Monthly,2023-08-25,2024-09-11,Cancelled,True,Not enough content,False
S0005767,U004752,Premium,22.99,Monthly,2024-04-22,2024-06-28,Cancelled,True,Found alternative,False
S0005768,U004752,Premium,22.99,Annual,2024-07-09,2024-10-20,Cancelled,True,Temporary pause,False
S0005769,U004752,Premium,22.99,Monthly,2024-11-10,2025-12-30,Cancelled,False,Found alternative,False
S0005770,U004753,Premium,22.99,Monthly,2025-09-15,2026-05-25,Cancelled,True,Price too high,True
S0005771,U004754,Basic,6.99,Monthly,2025-07-18,2026-06-30,Cancelled,True,Not enough content,True
S0005772,U004755,Basic,6.99,Monthly,2024-06-15,2025-09-13,Cancelled,True,Price too high,False
S0005773,U004756,Premium,22.99,Monthly,2026-05-01,2026-06-30,Active,False,,True
S0005774,U004757,Basic,6.99,Annual,2025-02-09,2025-06-03,Cancelled,True,Low usage,True
S0005775,U004757,Standard,15.49,Monthly,2025-06-09,2025-08-15,Cancelled,True,Technical issues,False
S0005776,U004758,Premium,22.99,Monthly,2026-03-03,2026-06-30,Active,False,,False
S0005777,U004759,Basic,6.99,Monthly,2025-09-18,2025-12-30,Cancelled,True,Found alternative,True
S0005778,U004760,Standard,15.49,Monthly,2026-01-03,2026-03-10,Cancelled,True,Price too high,True
S0005779,U004761,Standard,15.49,Monthly,2026-05-23,2026-06-30,Cancelled,False,Not enough content,False
S0005780,U004762,Basic,6.99,Annual,2023-12-21,2024-08-18,Cancelled,True,Price too high,False
S0005781,U004763,Standard,15.49,Monthly,2025-03-18,2026-01-18,Cancelled,True,Low usage,False
S0005782,U004764,Premium,22.99,Monthly,2025-11-10,2026-06-30,Cancelled,True,Found alternative,False
S0005783,U004765,Standard,15.49,Monthly,2026-06-23,2026-06-30,Cancelled,False,Price too high,False
S0005784,U004766,Premium,22.99,Monthly,2024-12-19,2025-05-04,Cancelled,True,Found alternative,True
S0005785,U004767,Standard,15.49,Monthly,2024-08-11,2025-09-16,Cancelled,False,Technical issues,True
S0005786,U004768,Standard,15.49,Monthly,2025-09-15,2026-05-10,Cancelled,True,Found alternative,False
S0005787,U004769,Basic,6.99,Monthly,2025-03-10,2025-11-09,Cancelled,True,Price too high,False
S0005788,U004770,Standard,15.49,Monthly,2025-08-26,2026-04-26,Cancelled,True,Price too high,False
S0005789,U004771,Basic,6.99,Monthly,2026-02-19,2026-06-30,Active,True,,False
S0005790,U004772,Standard,15.49,Monthly,2026-05-12,2026-06-30,Active,False,,True
S0005791,U004773,Premium,22.99,Monthly,2024-06-23,2025-10-27,Cancelled,False,Price too high,False
S0005792,U004774,Standard,15.49,Monthly,2024-12-12,2025-04-22,Cancelled,True,Low usage,False
S0005793,U004775,Basic,6.99,Annual,2022-03-20,2023-05-21,Cancelled,True,Price too high,False
S0005794,U004776,Basic,6.99,Monthly,2022-11-16,2023-01-17,Cancelled,True,Low usage,False
S0005795,U004777,Standard,15.49,Monthly,2024-08-13,2026-06-30,Active,True,,False
S0005796,U004778,Standard,15.49,Monthly,2024-04-29,2024-06-15,Cancelled,True,Not enough content,True
S0005797,U004779,Basic,6.99,Monthly,2025-05-23,2026-06-30,Active,False,,False
S0005798,U004780,Standard,15.49,Monthly,2022-12-27,2023-09-18,Cancelled,True,Price too high,False
S0005799,U004781,Premium,22.99,Monthly,2026-06-26,2026-06-30,Cancelled,True,Not enough content,False
S0005800,U004782,Standard,15.49,Monthly,2025-08-26,2026-03-21,Cancelled,False,Found alternative,False
S0005801,U004783,Standard,15.49,Monthly,2025-05-23,2026-06-04,Cancelled,False,Low usage,True
S0005802,U004784,Premium,22.99,Monthly,2023-10-14,2024-10-26,Cancelled,True,Price too high,False
S0005803,U004785,Basic,6.99,Monthly,2024-08-30,2025-10-01,Cancelled,True,Low usage,True
S0005804,U004785,Premium,22.99,Monthly,2025-10-17,2025-11-21,Cancelled,False,Found alternative,False
S0005805,U004785,Standard,15.49,Monthly,2026-06-19,2026-06-30,Active,True,,False
S0005806,U004786,Standard,15.49,Monthly,2024-06-16,2024-10-17,Cancelled,True,Price too high,False
S0005807,U004787,Basic,6.99,Monthly,2025-10-03,2026-02-17,Cancelled,True,Not enough content,False
S0005808,U004788,Basic,6.99,Annual,2025-03-09,2025-10-31,Cancelled,True,Temporary pause,True
S0005809,U004788,Premium,22.99,Monthly,2025-11-23,2026-03-13,Cancelled,True,Found alternative,False
S0005810,U004789,Standard,15.49,Monthly,2023-02-04,2024-08-15,Cancelled,True,Low usage,False
S0005811,U004790,Mobile,3.99,Monthly,2022-11-13,2023-02-16,Cancelled,True,Technical issues,False
S0005812,U004791,Premium,22.99,Monthly,2025-03-25,2025-06-06,Cancelled,True,Other,False
S0005813,U004792,Standard,15.49,Annual,2024-08-28,2025-05-01,Cancelled,True,Low usage,False
S0005814,U004793,Standard,15.49,Monthly,2023-10-03,2023-11-30,Cancelled,True,Found alternative,False
S0005815,U004794,Basic,6.99,Monthly,2024-08-13,2025-03-31,Cancelled,True,Price too high,False
S0005816,U004795,Premium,22.99,Monthly,2025-11-04,2026-04-17,Cancelled,False,Low usage,False
S0005817,U004796,Basic,6.99,Monthly,2024-05-18,2024-11-10,Cancelled,True,Not enough content,False
S0005818,U004796,Standard,15.49,Annual,2024-11-20,2026-02-22,Cancelled,True,Not enough content,False
S0005819,U004796,Premium,22.99,Annual,2026-03-05,2026-06-30,Active,False,,False
S0005820,U004797,Premium,22.99,Monthly,2025-05-16,2025-06-17,Cancelled,True,Found alternative,False
S0005821,U004798,Standard,15.49,Monthly,2025-05-02,2025-07-03,Cancelled,True,Not enough content,False
S0005822,U004799,Standard,15.49,Monthly,2025-11-11,2026-06-30,Active,True,,False
S0005823,U004800,Standard,15.49,Monthly,2025-06-25,2025-09-23,Cancelled,False,Not enough content,False
S0005824,U004800,Premium,22.99,Monthly,2025-12-04,2026-02-20,Cancelled,True,Price too high,False
S0005825,U004801,Standard,15.49,Monthly,2022-07-20,2022-10-10,Cancelled,False,Other,False
S0005826,U004802,Basic,6.99,Monthly,2025-07-03,2026-03-07,Cancelled,True,Low usage,False
S0005827,U004803,Standard,15.49,Monthly,2025-12-22,2026-06-30,Active,True,,False
S0005828,U004804,Standard,15.49,Monthly,2025-02-01,2026-06-30,Cancelled,True,Not enough content,False
S0005829,U004805,Premium,22.99,Monthly,2023-06-25,2024-02-06,Cancelled,True,Technical issues,True
S0005830,U004805,Basic,6.99,Monthly,2024-04-24,2025-08-12,Cancelled,True,Not enough content,False
S0005831,U004806,Basic,6.99,Monthly,2025-08-30,2026-03-02,Cancelled,True,Low usage,False
S0005832,U004806,Basic,6.99,Annual,2026-03-24,2026-06-30,Active,True,,False
S0005833,U004807,Standard,15.49,Monthly,2024-12-07,2025-08-07,Cancelled,True,Other,True
S0005834,U004808,Premium,22.99,Monthly,2023-08-10,2026-06-21,Cancelled,True,Technical issues,False
S0005835,U004809,Basic,6.99,Monthly,2023-04-07,2024-01-04,Cancelled,True,Price too high,True
S0005836,U004810,Mobile,3.99,Annual,2025-11-20,2026-06-30,Cancelled,True,Not enough content,True
S0005837,U004811,Premium,22.99,Monthly,2024-10-03,2025-06-21,Cancelled,True,Not enough content,False
