episode_id,content_id,season_number,episode_number,duration_minutes,release_date
E002222,C00173,3,1,58,2023-11-22
E002223,C00173,3,2,39,2023-10-03
E002224,C00173,3,3,18,2023-07-16
E002225,C00173,3,4,33,2023-02-25
E002226,C00173,3,5,46,2023-01-18
E002227,C00173,3,6,36,2023-11-21
E002228,C00173,3,7,35,2023-09-27
E002229,C00173,3,8,40,2023-02-10
E002230,C00173,3,9,49,2023-02-19
E002231,C00173,3,10,48,2023-01-05
E002232,C00176,1,1,75,2020-07-17
E002233,C00176,1,2,41,2020-01-10
E002234,C00176,1,3,67,2020-11-06
E002235,C00176,1,4,47,2020-04-10
E002236,C00176,1,5,51,2020-04-28
E002237,C00176,1,6,50,2020-10-15
E002238,C00176,1,7,46,2020-03-12
E002239,C00176,1,8,49,2020-05-26
E002240,C00176,1,9,41,2020-09-07
E002241,C00176,2,1,44,2020-04-09
E002242,C00176,2,2,34,2020-04-24
E002243,C00176,2,3,52,2020-10-30
E002244,C00176,2,4,87,2020-05-23
E002245,C00176,2,5,42,2020-07-27
E002246,C00176,2,6,52,2020-08-19
E002247,C00176,2,7,34,2020-03-29
E002248,C00176,2,8,42,2020-04-13
E002249,C00176,2,9,34,2020-01-09
E002250,C00176,2,10,40,2020-07-14
E002251,C00176,2,11,40,2020-01-30
E002252,C00176,2,12,42,2020-04-21
E002253,C00176,3,1,57,2020-08-16
E002254,C00176,3,2,47,2020-10-20
E002255,C00176,3,3,62,2020-07-29
E002256,C00176,3,4,33,2020-06-12
E002257,C00176,3,5,39,2020-07-29
E002258,C00176,3,6,33,2020-09-29
E002259,C00176,4,1,59,2020-04-14
E002260,C00176,4,2,41,2020-02-28
E002261,C00176,4,3,43,2020-11-16
E002262,C00176,4,4,50,2020-09-19
E002263,C00176,4,5,46,2020-04-25
E002264,C00176,4,6,55,2020-01-02
E002265,C00176,4,7,37,2020-02-28
E002266,C00176,4,8,63,2020-11-18
E002267,C00176,4,9,35,2020-02-22
E002268,C00176,4,10,19,2020-04-05
E002269,C00177,1,1,50,2024-06-11
E002270,C00177,1,2,44,2024-10-05
E002271,C00177,1,3,39,2024-05-12
E002272,C00177,1,4,44,2024-07-29
E002273,C00177,1,5,58,2024-10-09
E002274,C00177,1,6,36,2024-02-01
E002275,C00177,1,7,61,2024-05-07
E002276,C00177,1,8,36,2024-03-18
E002277,C00177,1,9,44,2024-05-14
E002278,C00177,1,10,43,2024-03-05
E002279,C00177,1,11,52,2024-08-20
E002280,C00177,2,1,51,2024-05-23
E002281,C00177,2,2,20,2024-09-20
E002282,C00177,2,3,55,2024-06-04
E002283,C00177,2,4,62,2024-10-12
E002284,C00177,2,5,23,2024-04-10
E002285,C00177,2,6,45,2024-03-23
E002286,C00177,2,7,45,2024-11-01
E002287,C00177,2,8,46,2024-03-30
E002288,C00177,2,9,57,2024-05-18
E002289,C00177,3,1,51,2024-06-27
E002290,C00177,3,2,33,2024-08-02
E002291,C00177,3,3,45,2024-04-29
E002292,C00177,3,4,63,2024-05-10
E002293,C00177,3,5,28,2024-08-08
E002294,C00177,3,6,60,2024-04-11
E002295,C00178,1,1,43,2015-03-11
E002296,C00178,1,2,18,2015-02-07
E002297,C00178,1,3,45,2015-01-12
E002298,C00178,1,4,18,2015-02-17
E002299,C00178,1,5,48,2015-10-07
E002300,C00178,1,6,21,2015-11-26
E002301,C00178,1,7,35,2015-01-13
E002302,C00178,1,8,55,2015-09-11
E002303,C00178,2,1,45,2015-01-23
E002304,C00178,2,2,63,2015-05-26
E002305,C00178,2,3,44,2015-07-15
E002306,C00178,2,4,55,2015-02-15
E002307,C00178,2,5,40,2015-11-16
E002308,C00178,2,6,43,2015-08-29
E002309,C00178,2,7,31,2015-02-24
E002310,C00179,1,1,61,2016-08-24
E002311,C00179,1,2,59,2016-05-12
E002312,C00179,1,3,28,2016-11-16
E002313,C00179,1,4,32,2016-07-01
E002314,C00179,1,5,56,2016-09-09
E002315,C00179,1,6,43,2016-06-17
E002316,C00179,1,7,42,2016-09-09
E002317,C00179,1,8,30,2016-05-26
E002318,C00179,1,9,53,2016-05-25
E002319,C00179,2,1,76,2016-05-23
E002320,C00179,2,2,49,2016-08-30
E002321,C00179,2,3,40,2016-03-12
E002322,C00179,2,4,30,2016-05-19
E002323,C00179,2,5,50,2016-03-07
E002324,C00179,2,6,37,2016-01-12
E002325,C00179,2,7,32,2016-08-14
E002326,C00179,3,1,64,2016-07-10
E002327,C00179,3,2,44,2016-01-07
E002328,C00179,3,3,60,2016-11-04
E002329,C00179,3,4,29,2016-03-09
E002330,C00179,3,5,34,2016-04-13
E002331,C00179,3,6,55,2016-05-18
E002332,C00179,3,7,61,2016-08-12
E002333,C00179,3,8,28,2016-02-13
E002334,C00179,3,9,28,2016-05-23
E002335,C00182,1,1,46,2020-10-02
E002336,C00182,1,2,45,2020-01-30
E002337,C00182,1,3,32,2020-03-11
E002338,C00182,1,4,38,2020-01-28
E002339,C00182,1,5,32,2020-09-20
E002340,C00182,1,6,38,2020-09-13
E002341,C00182,1,7,40,2020-10-03
E002342,C00182,1,8,69,2020-06-28
E002343,C00182,1,9,51,2020-04-09
E002344,C00183,1,1,53,2025-09-22
E002345,C00183,1,2,54,2025-04-17
E002346,C00183,1,3,63,2025-01-24
E002347,C00183,1,4,40,2025-08-06
E002348,C00183,1,5,32,2025-07-26
E002349,C00183,1,6,41,2025-02-20
E002350,C00183,1,7,32,2025-05-09
E002351,C00183,1,8,41,2025-10-30
E002352,C00183,1,9,31,2025-11-16
E002353,C00183,1,10,45,2025-05-02
E002354,C00183,1,11,43,2025-10-07
E002355,C00183,2,1,31,2025-08-12
E002356,C00183,2,2,54,2025-09-14
E002357,C00183,2,3,49,2025-09-18
E002358,C00183,2,4,26,2025-05-26
E002359,C00183,2,5,26,2025-03-01
E002360,C00183,2,6,30,2025-02-27
E002361,C00183,2,7,50,2025-10-21
E002362,C00183,2,8,35,2025-04-17
E002363,C00183,2,9,46,2025-08-06
E002364,C00183,3,1,31,2025-06-04
E002365,C00183,3,2,39,2025-05-04
E002366,C00183,3,3,37,2025-07-13
E002367,C00183,3,4,48,2025-11-12
E002368,C00183,3,5,35,2025-11-16
E002369,C00183,3,6,40,2025-05-12
E002370,C00183,3,7,44,2025-02-11
E002371,C00183,3,8,53,2025-05-09
E002372,C00183,3,9,40,2025-01-10
E002373,C00183,4,1,24,2025-03-24
E002374,C00183,4,2,53,2025-11-11
E002375,C00183,4,3,46,2025-09-01
E002376,C00183,4,4,74,2025-06-03
E002377,C00183,4,5,39,2025-04-12
E002378,C00183,4,6,36,2025-06-28
E002379,C00183,4,7,37,2025-03-07
E002380,C00183,4,8,28,2025-06-15
E002381,C00183,4,9,55,2025-09-10
E002382,C00183,4,10,47,2025-09-17
E002383,C00183,4,11,36,2025-01-11
E002384,C00183,4,12,52,2025-01-30
E002385,C00184,1,1,43,2020-11-23
E002386,C00184,1,2,55,2020-10-03
E002387,C00184,1,3,44,2020-06-27
E002388,C00184,1,4,54,2020-06-24
E002389,C00184,1,5,53,2020-03-11
E002390,C00184,1,6,57,2020-02-09
E002391,C00184,1,7,46,2020-11-15
E002392,C00184,1,8,36,2020-09-18
E002393,C00184,1,9,39,2020-08-12
E002394,C00184,2,1,50,2020-08-09
E002395,C00184,2,2,47,2020-08-21
E002396,C00184,2,3,44,2020-04-19
E002397,C00184,2,4,53,2020-06-27
E002398,C00184,2,5,55,2020-07-31
E002399,C00184,2,6,45,2020-07-16
E002400,C00184,2,7,46,2020-07-04
E002401,C00185,1,1,50,2020-08-07
E002402,C00185,1,2,49,2020-06-23
E002403,C00185,1,3,38,2020-04-22
E002404,C00185,1,4,51,2020-06-28
E002405,C00185,1,5,49,2020-03-09
E002406,C00185,1,6,50,2020-03-18
E002407,C00185,1,7,43,2020-03-26
E002408,C00185,1,8,55,2020-02-10
E002409,C00185,1,9,30,2020-08-20
E002410,C00185,1,10,58,2020-08-02
E002411,C00185,1,11,53,2020-10-11
E002412,C00185,2,1,49,2020-10-24
E002413,C00185,2,2,33,2020-02-09
E002414,C00185,2,3,50,2020-10-28
E002415,C00185,2,4,51,2020-10-13
E002416,C00185,2,5,57,2020-11-15
E002417,C00185,2,6,60,2020-07-14
E002418,C00185,2,7,56,2020-02-10
E002419,C00185,2,8,43,2020-11-24
E002420,C00185,2,9,38,2020-07-25
E002421,C00185,2,10,25,2020-01-19
E002422,C00185,2,11,47,2020-07-15
E002423,C00185,3,1,39,2020-01-18
E002424,C00185,3,2,39,2020-01-01
E002425,C00185,3,3,44,2020-08-08
E002426,C00185,3,4,42,2020-02-07
E002427,C00185,3,5,46,2020-06-08
E002428,C00185,3,6,57,2020-05-15
E002429,C00185,3,7,54,2020-05-27
E002430,C00185,3,8,53,2020-01-17
E002431,C00185,4,1,38,2020-06-29
E002432,C00185,4,2,45,2020-08-25
E002433,C00185,4,3,33,2020-09-30
E002434,C00185,4,4,43,2020-01-10
E002435,C00185,4,5,38,2020-08-13
E002436,C00185,4,6,39,2020-09-14
E002437,C00185,4,7,46,2020-10-19
E002438,C00185,4,8,45,2020-04-14
E002439,C00185,4,9,45,2020-05-13
E002440,C00185,4,10,44,2020-06-01
E002441,C00186,1,1,45,2015-08-30
E002442,C00186,1,2,18,2015-01-02
E002443,C00186,1,3,36,2015-03-03
E002444,C00186,1,4,55,2015-06-14
E002445,C00186,1,5,58,2015-06-06
E002446,C00186,1,6,25,2015-07-09
E002447,C00186,1,7,36,2015-08-05
E002448,C00186,1,8,52,2015-11-22
E002449,C00186,2,1,24,2015-03-10
E002450,C00186,2,2,45,2015-02-11
E002451,C00186,2,3,54,2015-05-04
E002452,C00186,2,4,30,2015-01-15
E002453,C00186,2,5,62,2015-08-02
E002454,C00186,2,6,56,2015-11-15
E002455,C00186,2,7,20,2015-10-25
E002456,C00186,2,8,55,2015-07-18
E002457,C00186,2,9,42,2015-01-26
E002458,C00186,2,10,42,2015-05-04
E002459,C00186,2,11,37,2015-03-07
E002460,C00186,2,12,57,2015-09-27
E002461,C00186,3,1,51,2015-06-02
E002462,C00186,3,2,34,2015-11-10
E002463,C00186,3,3,46,2015-06-17
E002464,C00186,3,4,18,2015-11-01
E002465,C00186,3,5,38,2015-06-25
E002466,C00186,3,6,59,2015-09-19
E002467,C00186,3,7,53,2015-01-15
E002468,C00186,3,8,56,2015-08-07
E002469,C00186,3,9,38,2015-04-09
E002470,C00186,3,10,57,2015-05-26
E002471,C00187,1,1,37,2019-07-04
E002472,C00187,1,2,51,2019-03-29
E002473,C00187,1,3,26,2019-06-26
E002474,C00187,1,4,65,2019-05-16
E002475,C00187,1,5,72,2019-05-21
E002476,C00187,1,6,49,2019-01-01
E002477,C00187,2,1,58,2019-09-07
E002478,C00187,2,2,27,2019-03-16
E002479,C00187,2,3,30,2019-11-14
E002480,C00187,2,4,56,2019-08-31
E002481,C00187,2,5,41,2019-09-20
E002482,C00187,2,6,27,2019-09-14
E002483,C00187,2,7,39,2019-10-03
E002484,C00187,2,8,46,2019-05-06
E002485,C00187,2,9,61,2019-10-17
E002486,C00187,3,1,38,2019-05-06
E002487,C00187,3,2,45,2019-04-08
E002488,C00187,3,3,59,2019-10-01
E002489,C00187,3,4,71,2019-07-06
E002490,C00187,3,5,29,2019-04-19
E002491,C00187,3,6,82,2019-01-21
E002492,C00187,4,1,38,2019-10-22
E002493,C00187,4,2,33,2019-01-21
E002494,C00187,4,3,41,2019-07-27
E002495,C00187,4,4,55,2019-02-16
E002496,C00187,4,5,44,2019-11-23
E002497,C00187,4,6,62,2019-08-29
E002498,C00187,4,7,61,2019-10-31
E002499,C00187,4,8,51,2019-07-12
E002500,C00187,4,9,53,2019-07-14
E002501,C00187,4,10,62,2019-11-23
E002502,C00187,4,11,52,2019-07-21
E002503,C00187,4,12,58,2019-11-12
E002504,C00189,1,1,49,2025-10-24
E002505,C00189,1,2,54,2025-09-13
E002506,C00189,1,3,42,2025-05-24
E002507,C00189,1,4,41,2025-11-13
E002508,C00189,1,5,33,2025-07-30
E002509,C00189,1,6,53,2025-07-20
E002510,C00189,1,7,36,2025-11-21
E002511,C00189,1,8,39,2025-04-17
E002512,C00189,1,9,31,2025-08-12
E002513,C00189,1,10,38,2025-06-05
E002514,C00189,1,11,40,2025-04-29
E002515,C00190,1,1,44,2016-09-06
E002516,C00190,1,2,37,2016-08-15
E002517,C00190,1,3,31,2016-02-02
E002518,C00190,1,4,39,2016-08-22
E002519,C00190,1,5,39,2016-01-10
E002520,C00190,1,6,35,2016-04-17
E002521,C00190,2,1,50,2016-01-22
E002522,C00190,2,2,30,2016-10-08
E002523,C00190,2,3,34,2016-06-29
E002524,C00190,2,4,52,2016-03-09
E002525,C00190,2,5,65,2016-02-02
E002526,C00190,2,6,43,2016-01-03
E002527,C00190,2,7,42,2016-11-05
E002528,C00190,2,8,32,2016-02-27
E002529,C00190,2,9,34,2016-09-07
E002530,C00190,2,10,50,2016-05-20
E002531,C00190,2,11,32,2016-08-30
E002532,C00190,2,12,37,2016-11-11
E002533,C00191,1,1,42,2017-04-01
E002534,C00191,1,2,34,2017-07-27
E002535,C00191,1,3,55,2017-02-09
E002536,C00191,1,4,51,2017-09-01
E002537,C00191,1,5,55,2017-05-15
E002538,C00191,1,6,65,2017-02-24
E002539,C00191,1,7,37,2017-11-19
E002540,C00191,1,8,36,2017-05-31
E002541,C00191,1,9,39,2017-01-07
E002542,C00191,1,10,50,2017-11-16
E002543,C00191,1,11,37,2017-09-02
E002544,C00191,2,1,56,2017-07-08
E002545,C00191,2,2,38,2017-07-05
E002546,C00191,2,3,47,2017-10-29
E002547,C00191,2,4,61,2017-08-15
E002548,C00191,2,5,44,2017-07-15
E002549,C00191,2,6,50,2017-10-22
E002550,C00191,2,7,51,2017-03-24
E002551,C00191,2,8,42,2017-08-09
E002552,C00191,2,9,53,2017-02-14
E002553,C00191,2,10,32,2017-06-23
E002554,C00191,3,1,46,2017-01-28
E002555,C00191,3,2,49,2017-03-18
E002556,C00191,3,3,50,2017-04-25
E002557,C00191,3,4,70,2017-08-01
E002558,C00191,3,5,52,2017-01-16
E002559,C00191,3,6,41,2017-02-22
E002560,C00191,3,7,41,2017-04-09
E002561,C00191,3,8,42,2017-09-19
E002562,C00191,3,9,37,2017-05-09
E002563,C00191,3,10,62,2017-08-26
E002564,C00191,3,11,43,2017-05-08
E002565,C00191,4,1,48,2017-02-22
E002566,C00191,4,2,54,2017-09-04
E002567,C00191,4,3,40,2017-09-11
E002568,C00191,4,4,29,2017-01-23
E002569,C00191,4,5,53,2017-01-18
E002570,C00191,4,6,65,2017-02-19
E002571,C00192,1,1,56,2024-01-06
E002572,C00192,1,2,19,2024-05-20
E002573,C00192,1,3,43,2024-03-08
E002574,C00192,1,4,51,2024-09-14
E002575,C00192,1,5,42,2024-09-22
E002576,C00192,1,6,36,2024-03-05
E002577,C00192,1,7,62,2024-08-28
E002578,C00192,1,8,43,2024-02-28
E002579,C00192,1,9,51,2024-05-15
E002580,C00192,1,10,45,2024-03-20
E002581,C00192,2,1,55,2024-11-09
E002582,C00192,2,2,49,2024-02-19
E002583,C00192,2,3,50,2024-05-14
E002584,C00192,2,4,27,2024-07-23
E002585,C00192,2,5,34,2024-03-04
E002586,C00192,2,6,40,2024-02-21
E002587,C00192,2,7,50,2024-01-25
E002588,C00192,2,8,33,2024-01-22
E002589,C00192,2,9,36,2024-10-04
E002590,C00192,2,10,30,2024-05-19
E002591,C00192,2,11,32,2024-06-24
E002592,C00192,2,12,39,2024-08-06
E002593,C00192,3,1,42,2024-10-23
E002594,C00192,3,2,42,2024-03-23
E002595,C00192,3,3,48,2024-10-31
E002596,C00192,3,4,32,2024-01-27
E002597,C00192,3,5,39,2024-05-20
E002598,C00192,3,6,55,2024-04-07
E002599,C00192,3,7,20,2024-08-15
E002600,C00192,3,8,68,2024-03-27
E002601,C00192,3,9,57,2024-11-19
E002602,C00192,3,10,50,2024-09-27
E002603,C00192,3,11,18,2024-10-07
E002604,C00195,1,1,48,2017-07-22
E002605,C00195,1,2,51,2017-06-05
E002606,C00195,1,3,53,2017-09-12
E002607,C00195,1,4,52,2017-05-03
E002608,C00195,1,5,67,2017-03-23
E002609,C00195,1,6,54,2017-10-27
E002610,C00195,1,7,56,2017-06-06
E002611,C00195,2,1,50,2017-04-01
E002612,C00195,2,2,42,2017-03-23
E002613,C00195,2,3,57,2017-05-18
E002614,C00195,2,4,35,2017-09-16
E002615,C00195,2,5,37,2017-07-02
E002616,C00195,2,6,41,2017-02-03
E002617,C00195,2,7,35,2017-01-20
E002618,C00195,2,8,66,2017-07-16
E002619,C00196,1,1,36,2019-10-07
E002620,C00196,1,2,18,2019-11-10
E002621,C00196,1,3,39,2019-07-22
E002622,C00196,1,4,42,2019-08-22
E002623,C00196,1,5,42,2019-03-26
E002624,C00196,1,6,58,2019-04-23
E002625,C00196,1,7,51,2019-02-19
E002626,C00196,1,8,63,2019-05-15
E002627,C00196,2,1,25,2019-07-25
E002628,C00196,2,2,30,2019-06-21
E002629,C00196,2,3,61,2019-02-26
E002630,C00196,2,4,30,2019-10-06
E002631,C00196,2,5,57,2019-08-17
E002632,C00196,2,6,52,2019-05-04
E002633,C00196,2,7,36,2019-09-01
E002634,C00196,3,1,40,2019-09-12
E002635,C00196,3,2,45,2019-06-29
E002636,C00196,3,3,51,2019-06-24
E002637,C00196,3,4,49,2019-02-01
E002638,C00196,3,5,27,2019-04-10
E002639,C00196,3,6,44,2019-08-21
E002640,C00196,4,1,31,2019-03-18
E002641,C00196,4,2,34,2019-06-09
E002642,C00196,4,3,48,2019-10-14
E002643,C00196,4,4,34,2019-04-09
E002644,C00196,4,5,65,2019-09-05
E002645,C00196,4,6,65,2019-08-07
E002646,C00196,4,7,34,2019-11-10
E002647,C00196,4,8,44,2019-10-05
E002648,C00196,4,9,57,2019-04-08
E002649,C00196,4,10,55,2019-11-08
E002650,C00196,4,11,51,2019-06-25
E002651,C00196,4,12,42,2019-08-06
E002652,C00197,1,1,61,2017-06-26
E002653,C00197,1,2,35,2017-05-16
E002654,C00197,1,3,36,2017-07-22
E002655,C00197,1,4,46,2017-01-13
E002656,C00197,1,5,57,2017-08-08
E002657,C00197,1,6,42,2017-07-11
E002658,C00197,2,1,53,2017-06-26
E002659,C00197,2,2,52,2017-07-14
E002660,C00197,2,3,43,2017-06-10
E002661,C00197,2,4,28,2017-10-25
E002662,C00197,2,5,56,2017-06-09
E002663,C00197,2,6,37,2017-05-14
E002664,C00197,2,7,18,2017-08-14
E002665,C00197,2,8,43,2017-03-07
E002666,C00197,2,9,58,2017-05-11
E002667,C00197,2,10,40,2017-04-01
E002668,C00197,3,1,25,2017-02-26
E002669,C00197,3,2,56,2017-07-09
E002670,C00197,3,3,34,2017-07-26
E002671,C00197,3,4,37,2017-05-18
E002672,C00197,3,5,61,2017-04-10
E002673,C00197,3,6,48,2017-01-28
E002674,C00197,3,7,39,2017-10-21
E002675,C00197,3,8,26,2017-06-06
E002676,C00197,3,9,44,2017-06-05
E002677,C00197,3,10,41,2017-03-17
E002678,C00197,3,11,58,2017-01-13
E002679,C00197,3,12,55,2017-01-15
E002680,C00197,4,1,41,2017-06-15
E002681,C00197,4,2,58,2017-07-05
E002682,C00197,4,3,53,2017-11-05
E002683,C00197,4,4,62,2017-11-11
E002684,C00197,4,5,37,2017-03-20
E002685,C00197,4,6,55,2017-01-24
E002686,C00197,4,7,45,2017-07-05
E002687,C00197,4,8,30,2017-11-05
E002688,C00198,1,1,36,2018-03-03
E002689,C00198,1,2,49,2018-11-12
E002690,C00198,1,3,28,2018-11-03
E002691,C00198,1,4,53,2018-02-02
E002692,C00198,1,5,38,2018-11-02
E002693,C00198,1,6,41,2018-04-19
E002694,C00198,1,7,52,2018-04-23
E002695,C00198,1,8,43,2018-06-23
E002696,C00198,1,9,53,2018-03-21
E002697,C00198,1,10,70,2018-05-21
E002698,C00198,1,11,49,2018-06-26
E002699,C00198,1,12,45,2018-02-28
E002700,C00198,2,1,33,2018-09-12
E002701,C00198,2,2,58,2018-08-26
E002702,C00198,2,3,48,2018-05-18
E002703,C00198,2,4,39,2018-03-24
E002704,C00198,2,5,49,2018-10-10
E002705,C00198,2,6,35,2018-11-02
E002706,C00198,2,7,43,2018-01-18
E002707,C00198,2,8,39,2018-02-14
E002708,C00199,1,1,59,2015-03-30
E002709,C00199,1,2,66,2015-05-02
E002710,C00199,1,3,57,2015-06-27
E002711,C00199,1,4,59,2015-09-20
E002712,C00199,1,5,38,2015-01-02
E002713,C00199,1,6,48,2015-05-06
E002714,C00199,1,7,49,2015-06-10
E002715,C00199,1,8,37,2015-02-04
E002716,C00199,1,9,45,2015-04-10
E002717,C00199,2,1,34,2015-02-04
E002718,C00199,2,2,49,2015-07-03
E002719,C00199,2,3,58,2015-02-26
E002720,C00199,2,4,44,2015-04-11
E002721,C00199,2,5,51,2015-10-10
E002722,C00199,2,6,56,2015-06-23
E002723,C00199,2,7,46,2015-01-23
E002724,C00199,2,8,47,2015-04-20
E002725,C00199,2,9,28,2015-04-28
E002726,C00199,2,10,40,2015-11-12
E002727,C00199,2,11,43,2015-07-09
E002728,C00199,3,1,46,2015-06-26
E002729,C00199,3,2,30,2015-08-18
E002730,C00199,3,3,42,2015-06-07
E002731,C00199,3,4,45,2015-04-25
E002732,C00199,3,5,57,2015-08-08
E002733,C00199,3,6,35,2015-05-01
E002734,C00199,3,7,50,2015-01-04
E002735,C00199,3,8,39,2015-06-17
E002736,C00200,1,1,58,2022-11-17
E002737,C00200,1,2,35,2022-01-14
E002738,C00200,1,3,22,2022-11-07
E002739,C00200,1,4,45,2022-04-08
E002740,C00200,1,5,63,2022-06-07
E002741,C00200,1,6,52,2022-10-22
E002742,C00200,1,7,51,2022-01-16
E002743,C00201,1,1,32,2018-07-11
E002744,C00201,1,2,70,2018-05-14
E002745,C00201,1,3,50,2018-09-28
E002746,C00201,1,4,35,2018-02-26
E002747,C00201,1,5,45,2018-08-11
E002748,C00201,1,6,43,2018-04-19
E002749,C00201,1,7,49,2018-06-24
E002750,C00201,1,8,64,2018-07-28
E002751,C00201,1,9,32,2018-02-22
E002752,C00201,2,1,22,2018-09-20
E002753,C00201,2,2,42,2018-09-13
E002754,C00201,2,3,46,2018-10-25
E002755,C00201,2,4,46,2018-01-08
E002756,C00201,2,5,67,2018-04-04
E002757,C00201,2,6,49,2018-06-21
E002758,C00201,2,7,38,2018-07-29
E002759,C00201,2,8,56,2018-06-08
E002760,C00201,2,9,23,2018-03-04
E002761,C00201,2,10,47,2018-08-11
E002762,C00201,2,11,53,2018-08-31
E002763,C00201,2,12,57,2018-05-24
E002764,C00201,3,1,37,2018-03-15
E002765,C00201,3,2,48,2018-09-16
E002766,C00201,3,3,41,2018-04-08
E002767,C00201,3,4,37,2018-08-22
E002768,C00201,3,5,41,2018-09-02
E002769,C00201,3,6,30,2018-10-24
E002770,C00201,3,7,57,2018-01-07
E002771,C00201,3,8,23,2018-06-18
E002772,C00201,4,1,38,2018-07-05
E002773,C00201,4,2,34,2018-04-03
E002774,C00201,4,3,49,2018-05-07
E002775,C00201,4,4,40,2018-10-24
E002776,C00201,4,5,63,2018-03-13
E002777,C00201,4,6,40,2018-09-15
E002778,C00201,4,7,33,2018-07-16
E002779,C00201,4,8,45,2018-04-17
E002780,C00201,4,9,37,2018-03-13
E002781,C00201,4,10,23,2018-01-12
E002782,C00202,1,1,52,2016-11-02
E002783,C00202,1,2,55,2016-04-11
E002784,C00202,1,3,34,2016-11-10
E002785,C00202,1,4,43,2016-10-01
E002786,C00202,1,5,51,2016-01-05
E002787,C00202,1,6,54,2016-02-01
E002788,C00202,1,7,40,2016-01-24
E002789,C00202,1,8,36,2016-07-20
E002790,C00202,1,9,58,2016-07-06
E002791,C00202,1,10,45,2016-04-25
E002792,C00202,1,11,49,2016-01-11
E002793,C00202,2,1,35,2016-07-16
E002794,C00202,2,2,56,2016-10-17
E002795,C00202,2,3,34,2016-03-11
E002796,C00202,2,4,39,2016-11-21
E002797,C00202,2,5,39,2016-05-26
E002798,C00202,2,6,57,2016-11-02
E002799,C00202,3,1,64,2016-04-23
E002800,C00202,3,2,37,2016-11-20
E002801,C00202,3,3,34,2016-04-01
E002802,C00202,3,4,36,2016-02-19
E002803,C00202,3,5,25,2016-11-01
E002804,C00202,3,6,55,2016-11-22
E002805,C00202,3,7,56,2016-08-05
E002806,C00202,3,8,59,2016-08-28
E002807,C00202,3,9,57,2016-02-15
E002808,C00202,3,10,48,2016-01-30
E002809,C00202,3,11,49,2016-01-15
E002810,C00202,3,12,32,2016-09-02
E002811,C00202,4,1,58,2016-06-03
E002812,C00202,4,2,37,2016-10-03
E002813,C00202,4,3,57,2016-09-12
E002814,C00202,4,4,51,2016-05-25
E002815,C00202,4,5,60,2016-01-08
E002816,C00202,4,6,43,2016-06-08
E002817,C00202,4,7,33,2016-11-16
E002818,C00202,4,8,52,2016-11-02
E002819,C00202,4,9,42,2016-10-10
E002820,C00203,1,1,43,2021-04-07
E002821,C00203,1,2,44,2021-03-28
E002822,C00203,1,3,23,2021-06-30
E002823,C00203,1,4,26,2021-06-24
E002824,C00203,1,5,54,2021-05-25
E002825,C00203,1,6,37,2021-08-24
E002826,C00205,1,1,61,2025-08-21
E002827,C00205,1,2,68,2025-09-08
E002828,C00205,1,3,56,2025-02-17
E002829,C00205,1,4,51,2025-09-08
E002830,C00205,1,5,46,2025-07-16
E002831,C00205,1,6,73,2025-05-17
E002832,C00205,1,7,66,2025-07-29
E002833,C00205,1,8,53,2025-05-04
E002834,C00205,1,9,47,2025-02-09
E002835,C00205,1,10,49,2025-02-17
E002836,C00205,2,1,51,2025-07-08
E002837,C00205,2,2,71,2025-06-24
E002838,C00205,2,3,48,2025-04-13
E002839,C00205,2,4,47,2025-07-10
E002840,C00205,2,5,58,2025-02-06
E002841,C00205,2,6,45,2025-05-26
E002842,C00205,2,7,43,2025-02-14
E002843,C00205,2,8,58,2025-08-31
E002844,C00207,1,1,41,2019-04-22
E002845,C00207,1,2,44,2019-11-05
E002846,C00207,1,3,48,2019-07-28
E002847,C00207,1,4,47,2019-02-21
E002848,C00207,1,5,52,2019-06-21
E002849,C00207,1,6,72,2019-04-14
E002850,C00207,1,7,33,2019-11-10
E002851,C00207,1,8,55,2019-01-17
E002852,C00207,2,1,48,2019-09-16
E002853,C00207,2,2,50,2019-09-17
E002854,C00207,2,3,25,2019-07-08
E002855,C00207,2,4,49,2019-09-28
E002856,C00207,2,5,44,2019-06-05
E002857,C00207,2,6,61,2019-02-14
E002858,C00210,1,1,51,2022-04-12
E002859,C00210,1,2,62,2022-11-05
E002860,C00210,1,3,59,2022-10-26
E002861,C00210,1,4,36,2022-02-02
E002862,C00210,1,5,67,2022-10-21
E002863,C00210,1,6,45,2022-02-27
E002864,C00210,1,7,60,2022-05-22
E002865,C00210,1,8,51,2022-08-02
E002866,C00210,2,1,58,2022-07-22
E002867,C00210,2,2,36,2022-10-28
E002868,C00210,2,3,56,2022-09-20
E002869,C00210,2,4,59,2022-05-10
E002870,C00210,2,5,61,2022-07-18
E002871,C00210,2,6,39,2022-01-29
E002872,C00210,2,7,27,2022-11-24
E002873,C00210,3,1,48,2022-06-23
E002874,C00210,3,2,48,2022-03-25
E002875,C00210,3,3,54,2022-07-06
E002876,C00210,3,4,41,2022-03-12
E002877,C00210,3,5,50,2022-07-26
E002878,C00210,3,6,46,2022-10-11
E002879,C00210,3,7,61,2022-06-10
E002880,C00210,3,8,39,2022-10-21
E002881,C00210,3,9,51,2022-04-04
E002882,C00210,3,10,42,2022-09-07
E002883,C00210,3,11,43,2022-10-13
E002884,C00210,3,12,64,2022-11-11
E002885,C00210,4,1,42,2022-07-15
E002886,C00210,4,2,36,2022-03-27
