user_id,signup_date,country,age,gender,acquisition_channel,signup_device,referral_user_id,campaign_id,email_opt_in
U003132,2024-06-23,Germany,34,Male,Organic,Desktop,,CMP0004,True
U003133,2025-12-22,India,35,Male,Affiliate,Mobile,,CMP0052,False
U003134,2023-09-23,Philippines,38,Male,Referral,Mobile,U002897,CMP0045,True
U003135,2026-04-17,Brazil,24,Male,Paid Social,Mobile,,CMP0009,True
U003136,2025-01-08,USA,43,Female,Affiliate,Mobile,,CMP0012,True
U003137,2025-12-24,France,24,Male,Referral,Mobile,U000534,CMP0036,True
U003138,2024-06-18,USA,34,Male,Organic,Desktop,,CMP0058,False
U003139,2026-06-23,Brazil,20,Male,Paid Social,Smart TV,,CMP0045,True
U003140,2024-05-05,USA,30,Male,Email,Tablet,,CMP0060,True
U003141,2024-08-23,UK,25,Female,Organic,Mobile,,CMP0044,True
U003142,2025-06-29,South Africa,32,Male,Affiliate,Mobile,,CMP0025,True
U003143,2025-02-23,USA,39,Female,Paid Social,Mobile,,CMP0057,True
U003144,2024-01-24,Japan,32,Male,Referral,Mobile,U001963,CMP0056,True
U003145,2025-11-15,Germany,51,Male,TV/OTT,Desktop,,CMP0040,False
U003146,2025-01-26,USA,39,Female,TV/OTT,Mobile,,CMP0016,False
U003147,2024-09-12,Indonesia,29,Male,Influencer,Smart TV,,CMP0019,False
U003148,2025-07-03,USA,31,Male,Paid Search,Mobile,,CMP0038,True
U003149,2025-09-21,Brazil,35,Female,Organic,Desktop,,CMP0024,True
U003150,2024-11-17,South Korea,39,Female,Referral,Tablet,U000467,CMP0053,False
U003151,2025-10-07,Japan,19,Male,Referral,Mobile,U003025,CMP0010,True
U003152,2026-03-15,Canada,38,Female,Organic,Tablet,,CMP0050,True
U003153,2023-06-09,Australia,19,Male,Referral,Smart TV,U002468,CMP0049,True
U003154,2025-01-21,Nigeria,37,Female,Referral,Mobile,U000762,CMP0022,False
U003155,2025-09-25,India,43,Male,Paid Social,Mobile,,CMP0042,True
U003156,2026-02-22,Germany,34,Male,Email,Mobile,,CMP0012,True
U003157,2024-06-14,India,13,Male,TV/OTT,Desktop,,CMP0029,False
U003158,2025-01-30,India,14,Female,Organic,Desktop,,CMP0018,False
U003159,2024-06-28,India,37,Male,Organic,Mobile,,CMP0017,True
U003160,2026-04-22,USA,13,Female,Organic,Desktop,,CMP0001,True
U003161,2026-02-19,France,38,Female,TV/OTT,Tablet,,CMP0021,True
U003162,2025-01-31,USA,41,Male,Organic,Tablet,,CMP0021,False
U003163,2026-02-02,USA,43,Female,Paid Social,Smart TV,,CMP0020,True
U003164,2023-09-06,India,29,Female,Organic,Mobile,,CMP0044,True
U003165,2025-12-21,USA,36,Female,Paid Social,Mobile,,CMP0060,True
U003166,2023-09-07,Brazil,34,Male,Paid Search,Desktop,,CMP0028,False
U003167,2024-03-07,Brazil,17,Female,Organic,Mobile,,CMP0036,False
U003168,2026-05-15,USA,39,Female,Referral,Smart TV,U001006,CMP0009,True
U003169,2024-09-12,UK,45,Male,Paid Social,Desktop,,CMP0021,True
U003170,2024-07-24,USA,38,Female,Paid Social,Mobile,,CMP0021,True
U003171,2025-05-09,Mexico,26,Male,Direct,Smart TV,,CMP0019,True
U003172,2025-08-15,Canada,39,Female,Paid Search,Desktop,,CMP0016,True
U003173,2026-01-16,France,44,Female,Direct,Smart TV,,CMP0015,True
U003174,2025-06-23,Mexico,43,Female,Influencer,Desktop,,CMP0036,False
U003175,2024-02-23,India,42,Female,Organic,Tablet,,CMP0034,True
U003176,2022-10-21,USA,16,Male,Paid Search,Smart TV,,CMP0005,False
U003177,2024-10-08,Canada,35,Female,Paid Search,Tablet,,CMP0009,True
U003178,2024-08-19,Canada,38,Female,Referral,Tablet,U000891,CMP0044,True
U003179,2024-02-14,Canada,42,Female,Organic,Desktop,,CMP0008,True
U003180,2026-05-08,Nigeria,37,Male,Organic,Smart TV,,CMP0009,False
U003181,2025-08-22,USA,47,Male,Referral,Mobile,U002356,CMP0028,False
U003182,2025-12-26,UK,13,Female,Referral,Mobile,U001956,CMP0059,True
U003183,2025-11-28,Australia,37,Male,Referral,Desktop,U002972,CMP0002,True
U003184,2025-07-29,Indonesia,36,Female,Paid Social,Mobile,,CMP0047,True
U003185,2024-01-07,India,41,Female,Referral,Mobile,U002382,CMP0060,False
U003186,2026-01-03,Brazil,47,Male,Paid Social,Desktop,,CMP0022,True
U003187,2025-09-02,USA,23,Male,Email,Mobile,,CMP0013,True
U003188,2024-01-19,South Korea,47,Female,Referral,Mobile,U000954,CMP0012,True
U003189,2023-09-05,Mexico,40,Male,Paid Social,Mobile,,CMP0059,False
U003190,2024-05-21,India,30,Female,Paid Social,Desktop,,CMP0039,True
U003191,2026-01-12,Canada,22,Male,Organic,Desktop,,CMP0046,False
U003192,2025-02-18,India,33,Male,Paid Social,Mobile,,CMP0058,True
U003193,2025-11-03,Japan,34,Male,Direct,Smart TV,,CMP0030,True
U003194,2026-06-29,USA,35,Male,Direct,Mobile,,CMP0030,True
U003195,2025-06-25,Brazil,25,Female,Organic,Smart TV,,CMP0059,True
U003196,2026-04-28,USA,38,Female,Paid Search,Mobile,,CMP0031,True
U003197,2023-10-16,South Korea,27,Male,Organic,Mobile,,CMP0030,True
U003198,2025-09-13,USA,44,Male,Referral,Mobile,U001444,CMP0022,False
U003199,2025-08-24,Indonesia,49,Female,Paid Social,Smart TV,,CMP0059,True
U003200,2024-07-02,India,23,Male,TV/OTT,Smart TV,,CMP0036,True
U003201,2025-05-14,India,32,Male,Organic,Smart TV,,CMP0060,True
U003202,2025-09-01,India,41,Female,Affiliate,Mobile,,CMP0059,False
U003203,2023-11-20,Brazil,34,Male,Paid Social,Mobile,,CMP0046,False
U003204,2024-12-10,Canada,18,Female,Paid Social,Desktop,,CMP0028,True
U003205,2023-05-25,India,40,Male,Influencer,Desktop,,CMP0003,False
U003206,2022-10-27,USA,25,Male,Email,Mobile,,CMP0006,True
U003207,2022-12-14,India,34,Male,Organic,Smart TV,,CMP0059,False
U003208,2025-03-26,Australia,22,Male,Email,Tablet,,CMP0031,True
U003209,2025-06-07,UK,39,Male,Direct,Mobile,,CMP0034,True
U003210,2024-01-13,Australia,27,Female,Referral,Mobile,U003070,CMP0046,True
U003211,2026-04-24,Philippines,41,Male,Organic,Tablet,,CMP0030,True
U003212,2024-07-12,Germany,29,Female,Organic,Smart TV,,CMP0056,True
U003213,2024-07-19,USA,27,Male,Organic,Mobile,,CMP0054,True
U003214,2023-11-03,Brazil,36,Male,Direct,Smart TV,,CMP0044,True
U003215,2025-01-04,Australia,21,Male,Paid Search,Desktop,,CMP0032,True
U003216,2025-12-17,India,49,Female,TV/OTT,Desktop,,CMP0050,False
U003217,2022-08-17,UK,33,Male,Referral,Smart TV,U001673,CMP0046,False
U003218,2024-08-12,Canada,26,Male,Paid Search,Mobile,,CMP0028,False
U003219,2025-07-26,India,28,Female,Organic,Mobile,,CMP0049,False
U003220,2025-01-01,USA,32,Male,Paid Search,Mobile,,CMP0006,True
U003221,2023-07-11,UK,41,Female,Paid Search,Mobile,,CMP0043,True
U003222,2024-05-12,Germany,23,Male,Paid Social,Mobile,,CMP0004,False
U003223,2025-10-30,India,28,Female,Organic,Mobile,,CMP0012,True
U003224,2024-08-04,UK,31,Female,Affiliate,Mobile,,CMP0011,True
U003225,2024-09-23,Indonesia,47,Male,TV/OTT,Desktop,,CMP0052,False
U003226,2024-04-19,Canada,41,Male,Organic,Smart TV,,CMP0026,False
U003227,2026-04-16,USA,47,Female,Paid Search,Smart TV,,CMP0026,True
U003228,2023-03-11,USA,32,Male,TV/OTT,Mobile,,CMP0051,True
U003229,2025-07-21,Canada,46,Male,Referral,Desktop,U002837,CMP0025,False
U003230,2025-05-03,Brazil,44,Male,Organic,Desktop,,CMP0030,True
U003231,2024-01-01,USA,38,Male,Paid Search,Tablet,,CMP0008,False
U003232,2024-02-03,Philippines,39,Female,Organic,Tablet,,CMP0021,False
U003233,2025-12-28,Philippines,26,Male,Organic,Smart TV,,CMP0034,True
U003234,2025-09-16,Canada,50,Female,Referral,Mobile,U000832,CMP0025,True
U003235,2026-05-23,South Korea,29,Male,Organic,Mobile,,CMP0056,True
U003236,2025-05-08,Mexico,37,Female,Paid Search,Mobile,,CMP0058,False
U003237,2024-06-01,Philippines,38,Female,Organic,Mobile,,CMP0002,True
U003238,2026-02-08,UK,18,Male,Referral,Mobile,U000844,CMP0027,True
U003239,2025-05-06,Mexico,31,Female,Paid Search,Mobile,,CMP0057,True
U003240,2026-05-05,USA,34,Male,Paid Social,Desktop,,CMP0042,True
U003241,2025-10-14,USA,30,Male,Organic,Mobile,,CMP0045,False
U003242,2025-05-07,Philippines,31,Male,TV/OTT,Smart TV,,CMP0058,True
U003243,2024-05-20,Canada,46,Male,Email,Mobile,,CMP0037,True
U003244,2026-01-23,India,23,Male,Influencer,Smart TV,,CMP0040,True
U003245,2026-03-27,UK,19,Male,Influencer,Mobile,,CMP0037,True
U003246,2023-11-30,Philippines,26,Male,Direct,Mobile,,CMP0034,False
U003247,2025-02-26,India,39,Female,Paid Social,Smart TV,,CMP0058,True
U003248,2024-12-25,USA,40,Female,Email,Desktop,,CMP0031,False
U003249,2025-11-25,Mexico,38,Female,Email,Mobile,,CMP0008,True
U003250,2023-03-16,USA,41,Male,Paid Social,Smart TV,,CMP0040,True
U003251,2024-10-17,UK,34,Female,Organic,Desktop,,CMP0056,True
U003252,2025-11-26,Germany,26,Other,Paid Social,Desktop,,CMP0034,False
U003253,2024-01-27,Nigeria,22,Female,Influencer,Smart TV,,CMP0013,True
U003254,2023-11-01,Japan,19,Female,Affiliate,Desktop,,CMP0041,False
U003255,2025-12-29,USA,29,Male,Referral,Mobile,U002298,CMP0038,True
U003256,2026-06-05,Canada,39,Female,Organic,Smart TV,,CMP0036,True
U003257,2025-09-11,South Korea,34,Female,Organic,Smart TV,,CMP0039,True
U003258,2022-11-10,UK,32,Female,Paid Search,Desktop,,CMP0059,True
U003259,2025-05-31,Japan,21,Male,Paid Social,Desktop,,CMP0035,True
U003260,2025-04-16,India,57,Male,Organic,Smart TV,,CMP0052,True
U003261,2026-03-19,Philippines,23,Other,Organic,Mobile,,CMP0052,False
U003262,2025-04-03,India,33,Female,Direct,Tablet,,CMP0006,True
U003263,2026-01-31,Indonesia,42,Female,Referral,Tablet,U003167,CMP0012,True
U003264,2023-12-09,India,32,Male,Paid Search,Mobile,,CMP0050,True
U003265,2025-08-07,France,23,Male,Organic,Desktop,,CMP0035,True
U003266,2024-01-14,USA,40,Male,Organic,Desktop,,CMP0011,True
U003267,2024-04-16,Brazil,18,Female,Paid Search,Smart TV,,CMP0044,True
U003268,2025-12-02,Canada,49,Male,Organic,Smart TV,,CMP0017,True
U003269,2025-12-16,USA,34,Male,Organic,Smart TV,,CMP0025,True
U003270,2025-10-19,India,29,Male,Influencer,Smart TV,,CMP0013,False
U003271,2026-06-29,USA,17,Male,Organic,Mobile,,CMP0030,False
U003272,2025-12-01,Nigeria,20,Male,Email,Desktop,,CMP0024,True
U003273,2024-02-12,South Korea,31,Female,Direct,Smart TV,,CMP0029,True
U003274,2026-03-27,Japan,50,Female,Paid Social,Desktop,,CMP0022,False
U003275,2025-08-11,India,34,Male,Organic,Smart TV,,CMP0009,True
U003276,2025-04-01,UK,35,Male,Affiliate,Desktop,,CMP0055,True
U003277,2026-06-07,Canada,35,Other,Direct,Desktop,,CMP0007,True
U003278,2024-09-15,USA,55,Male,Referral,Mobile,U001320,CMP0033,False
U003279,2026-04-25,Brazil,27,Female,Organic,Desktop,,CMP0045,False
U003280,2022-09-28,Australia,47,Male,Influencer,Desktop,,CMP0020,False
U003281,2026-05-18,USA,28,Male,Paid Social,Tablet,,CMP0035,False
U003282,2025-02-02,USA,24,Male,Paid Search,Desktop,,CMP0035,False
U003283,2024-01-09,USA,31,Male,Organic,Desktop,,CMP0051,True
U003284,2024-08-13,India,31,Male,Paid Social,Desktop,,CMP0032,True
U003285,2023-06-09,USA,37,Male,Referral,Smart TV,U000184,CMP0022,True
U003286,2023-03-13,India,13,Male,Paid Search,Desktop,,CMP0059,True
U003287,2025-12-31,USA,33,Female,Direct,Desktop,,CMP0042,True
U003288,2025-06-30,USA,26,Male,Organic,Mobile,,CMP0013,False
U003289,2023-01-28,France,24,Male,Organic,Tablet,,CMP0013,False
U003290,2026-05-30,South Africa,19,Male,Paid Social,Desktop,,CMP0046,True
U003291,2025-12-18,USA,28,Male,Organic,Mobile,,CMP0025,True
U003292,2025-05-20,UK,26,Male,Affiliate,Mobile,,CMP0004,False
U003293,2024-03-19,Canada,27,Male,Paid Search,Desktop,,CMP0044,True
U003294,2025-10-16,South Korea,15,Female,Paid Search,Desktop,,CMP0023,True
U003295,2025-12-21,Brazil,32,Male,Paid Search,Mobile,,CMP0011,False
U003296,2026-06-27,Mexico,24,Male,Organic,Mobile,,CMP0026,True
U003297,2024-10-27,Brazil,15,Female,Organic,Desktop,,CMP0053,False
U003298,2026-03-05,Indonesia,26,Male,Paid Search,Mobile,,CMP0057,True
U003299,2025-09-11,USA,24,Female,Referral,Desktop,U001284,CMP0035,True
U003300,2024-01-28,USA,32,Female,TV/OTT,Smart TV,,CMP0007,True
U003301,2025-05-31,India,26,Male,Organic,Desktop,,CMP0027,False
U003302,2024-02-01,Brazil,17,Male,Organic,Mobile,,CMP0029,False
U003303,2025-01-22,USA,23,Female,Paid Search,Desktop,,CMP0034,True
U003304,2026-02-04,Indonesia,14,Female,Paid Search,Mobile,,CMP0017,True
U003305,2023-01-20,Germany,43,Female,Paid Search,Smart TV,,CMP0017,True
U003306,2023-07-01,Indonesia,44,Female,Paid Social,Desktop,,CMP0001,False
U003307,2025-05-20,Nigeria,46,Male,Paid Search,Mobile,,CMP0005,False
U003308,2026-05-20,Brazil,26,Female,Organic,Desktop,,CMP0006,True
U003309,2023-11-22,Philippines,44,Male,Organic,Mobile,,CMP0013,False
U003310,2022-05-05,Japan,36,Male,Influencer,Mobile,,CMP0024,True
U003311,2026-03-02,India,23,Female,Referral,Mobile,U002847,CMP0056,False
U003312,2022-09-10,Germany,25,Female,Email,Desktop,,CMP0047,False
U003313,2025-10-27,Nigeria,30,Male,Organic,Desktop,,CMP0011,False
U003314,2022-09-27,Japan,33,Male,Email,Mobile,,CMP0058,True
U003315,2023-10-25,France,35,Male,TV/OTT,Smart TV,,CMP0034,True
U003316,2022-12-31,UK,31,Female,Email,Mobile,,CMP0030,True
U003317,2025-05-18,Australia,28,Female,Organic,Smart TV,,CMP0044,False
U003318,2024-10-28,India,45,Female,Paid Search,Mobile,,CMP0060,True
U003319,2026-02-07,Mexico,30,Female,Direct,Desktop,,CMP0037,True
U003320,2024-04-20,Germany,30,Female,Paid Social,Desktop,,CMP0003,True
U003321,2025-07-17,Brazil,29,Male,Referral,Desktop,U001691,CMP0023,True
U003322,2025-07-09,USA,30,Male,Paid Search,Mobile,,CMP0002,False
U003323,2024-12-19,France,18,Male,Paid Search,Desktop,,CMP0021,True
U003324,2023-10-22,UK,21,Male,Paid Search,Mobile,,CMP0023,True
U003325,2026-03-15,UK,56,Male,Influencer,Smart TV,,CMP0048,True
U003326,2026-02-27,USA,15,Female,Organic,Desktop,,CMP0020,True
U003327,2024-07-10,Mexico,34,Male,Paid Social,Smart TV,,CMP0011,True
U003328,2025-06-08,USA,35,Male,TV/OTT,Smart TV,,CMP0018,True
U003329,2026-06-13,India,42,Female,Email,Mobile,,CMP0040,True
U003330,2025-10-24,Philippines,35,Female,Influencer,Mobile,,CMP0053,True
U003331,2022-10-30,India,50,Male,Organic,Mobile,,CMP0024,True
U003332,2022-12-23,Indonesia,34,Male,Paid Social,Mobile,,CMP0034,False
U003333,2026-02-19,Brazil,45,Female,Paid Search,Desktop,,CMP0060,True
U003334,2025-12-03,USA,42,Male,Direct,Smart TV,,CMP0023,True
U003335,2023-11-22,Japan,47,Male,Paid Social,Desktop,,CMP0017,True
U003336,2025-06-04,India,32,Female,TV/OTT,Mobile,,CMP0002,False
U003337,2023-04-28,Nigeria,35,Male,Organic,Desktop,,CMP0033,True
U003338,2025-08-28,UK,28,Female,Influencer,Smart TV,,CMP0002,True
U003339,2023-09-02,Australia,33,Male,Paid Search,Smart TV,,CMP0014,True
U003340,2026-04-04,Brazil,34,Female,Paid Social,Desktop,,CMP0008,True
U003341,2022-03-22,Philippines,13,Female,Influencer,Mobile,,CMP0007,True
U003342,2023-08-09,USA,30,Male,Organic,Mobile,,CMP0016,False
U003343,2025-08-24,Germany,40,Male,Organic,Mobile,,CMP0024,False
U003344,2024-08-09,USA,18,Male,Organic,Desktop,,CMP0002,True
U003345,2024-05-17,South Korea,22,Female,Paid Social,Mobile,,CMP0041,True
U003346,2026-04-25,UK,43,Male,Referral,Mobile,U002234,CMP0012,True
U003347,2024-02-28,India,45,Female,TV/OTT,Mobile,,CMP0037,False
U003348,2025-08-24,Germany,25,Female,Referral,Mobile,U001433,CMP0004,False
U003349,2024-01-07,India,33,Male,Paid Social,Smart TV,,CMP0015,True
U003350,2024-08-30,South Korea,31,Male,Paid Social,Mobile,,CMP0054,True
U003351,2026-01-07,France,43,Male,Paid Search,Mobile,,CMP0036,True
U003352,2023-05-04,USA,26,Male,Paid Search,Desktop,,CMP0034,False
U003353,2022-09-15,South Korea,28,Female,Influencer,Smart TV,,CMP0033,True
U003354,2025-04-23,India,45,Male,Paid Search,Tablet,,CMP0026,True
U003355,2025-11-02,Mexico,21,Female,Paid Search,Mobile,,CMP0002,False
U003356,2022-09-04,USA,27,Male,TV/OTT,Mobile,,CMP0021,True
U003357,2026-05-01,India,33,Male,Email,Smart TV,,CMP0058,True
U003358,2025-06-15,Australia,47,Male,Referral,Desktop,U003141,CMP0053,True
U003359,2025-09-04,Indonesia,20,Female,Affiliate,Mobile,,CMP0048,False
U003360,2022-10-18,Indonesia,24,Female,Paid Search,Smart TV,,CMP0022,False
U003361,2024-07-30,France,37,Male,Referral,Tablet,U002886,CMP0022,True
U003362,2025-01-23,USA,39,Female,Influencer,Mobile,,CMP0025,False
U003363,2024-05-09,India,34,Male,Paid Social,Desktop,,CMP0026,True
U003364,2024-06-02,USA,30,Male,Paid Search,Desktop,,CMP0005,True
U003365,2025-05-03,France,33,Male,Organic,Desktop,,CMP0015,False
U003366,2022-08-25,USA,16,Male,Paid Social,Desktop,,CMP0051,True
U003367,2026-01-08,South Africa,33,Female,Paid Social,Tablet,,CMP0019,True
U003368,2024-08-26,USA,46,Male,Affiliate,Mobile,,CMP0018,True
U003369,2025-04-16,USA,18,Female,Organic,Smart TV,,CMP0001,True
U003370,2026-06-11,Philippines,24,Female,Affiliate,Desktop,,CMP0041,False
U003371,2023-12-07,USA,28,Male,Influencer,Smart TV,,CMP0040,True
U003372,2025-02-07,USA,28,Female,Paid Social,Smart TV,,CMP0006,True
U003373,2024-10-26,Brazil,50,Other,Paid Search,Desktop,,CMP0034,False
U003374,2025-11-15,Nigeria,22,Male,Direct,Mobile,,CMP0020,True
U003375,2024-08-22,UK,20,Male,Paid Social,Desktop,,CMP0022,True
U003376,2024-02-17,India,39,Male,Influencer,Mobile,,CMP0009,True
U003377,2023-02-23,UK,25,Male,Organic,Mobile,,CMP0055,True
U003378,2024-01-19,Brazil,39,Female,Organic,Mobile,,CMP0045,True
U003379,2025-12-28,Canada,30,Male,TV/OTT,Smart TV,,CMP0001,True
U003380,2026-02-03,Mexico,36,Male,TV/OTT,Tablet,,CMP0044,True
U003381,2025-12-17,India,16,Female,Organic,Smart TV,,CMP0025,True
U003382,2025-11-27,Indonesia,36,Male,Direct,Mobile,,CMP0044,False
U003383,2026-06-13,Germany,34,Female,Referral,Mobile,U001797,CMP0056,False
U003384,2026-02-15,France,29,Female,Organic,Mobile,,CMP0014,True
U003385,2025-02-12,Brazil,19,Female,Organic,Smart TV,,CMP0020,False
U003386,2023-04-14,Canada,34,Male,Affiliate,Mobile,,CMP0037,True
U003387,2023-12-04,Canada,39,Female,Organic,Desktop,,CMP0028,True
U003388,2026-01-26,Brazil,26,Other,Referral,Desktop,U000627,CMP0006,True
U003389,2025-04-30,USA,26,Female,Influencer,Mobile,,CMP0002,False
U003390,2025-11-19,USA,39,Other,Paid Social,Desktop,,CMP0011,True
U003391,2022-03-19,India,49,Female,Influencer,Mobile,,CMP0023,False
U003392,2024-12-05,USA,41,Female,Affiliate,Mobile,,CMP0058,False
U003393,2024-08-06,UK,34,Male,Paid Social,Mobile,,CMP0020,True
U003394,2025-02-08,Brazil,29,Male,Paid Search,Desktop,,CMP0031,True
U003395,2025-01-28,South Korea,31,Female,Affiliate,Smart TV,,CMP0047,True
U003396,2025-10-22,UK,18,Male,Direct,Mobile,,CMP0039,False
U003397,2025-10-21,South Korea,30,Female,Organic,Desktop,,CMP0028,True
U003398,2024-09-13,USA,43,Female,Organic,Mobile,,CMP0005,False
U003399,2026-05-24,South Africa,32,Female,Affiliate,Mobile,,CMP0053,False
U003400,2024-11-21,Brazil,25,Male,Direct,Desktop,,CMP0013,True
U003401,2024-10-27,India,24,Female,Paid Social,Mobile,,CMP0053,True
U003402,2024-07-24,Germany,31,Male,Paid Search,Desktop,,CMP0055,False
U003403,2025-12-21,India,19,Female,Direct,Smart TV,,CMP0047,True
U003404,2024-01-21,India,22,Male,Organic,Mobile,,CMP0005,True
U003405,2026-06-20,India,47,Female,Paid Search,Desktop,,CMP0041,True
U003406,2023-05-01,South Africa,21,Female,Paid Search,Mobile,,CMP0033,False
U003407,2024-01-13,Philippines,23,Other,Paid Social,Desktop,,CMP0037,True
U003408,2025-08-02,Brazil,34,Male,Organic,Desktop,,CMP0050,True
U003409,2024-01-06,Australia,27,Female,Paid Search,Smart TV,,CMP0041,True
U003410,2023-10-23,USA,32,Male,Paid Social,Desktop,,CMP0053,True
U003411,2025-12-14,Brazil,40,Male,Organic,Mobile,,CMP0034,True
U003412,2026-06-18,India,16,Male,Paid Social,Smart TV,,CMP0016,True
U003413,2025-02-20,Canada,39,Female,Paid Search,Smart TV,,CMP0034,False
U003414,2026-05-05,Indonesia,26,Female,Organic,Desktop,,CMP0005,True
U003415,2023-07-18,Australia,29,Female,TV/OTT,Desktop,,CMP0027,False
U003416,2026-04-04,Indonesia,51,Male,Paid Search,Desktop,,CMP0016,True
U003417,2025-03-14,Germany,17,Male,Paid Social,Desktop,,CMP0058,True
U003418,2025-09-16,India,37,Male,Paid Social,Desktop,,CMP0036,True
U003419,2025-05-12,Japan,43,Male,Organic,Desktop,,CMP0001,True
U003420,2026-03-26,USA,25,Female,Paid Social,Mobile,,CMP0038,True
U003421,2024-07-20,Philippines,25,Male,Organic,Mobile,,CMP0020,False
U003422,2025-01-25,USA,28,Female,Paid Social,Mobile,,CMP0040,True
U003423,2025-12-28,Australia,25,Male,Organic,Mobile,,CMP0011,True
U003424,2024-02-25,France,32,Male,Influencer,Smart TV,,CMP0020,True
U003425,2025-09-14,USA,40,Male,Email,Smart TV,,CMP0035,True
U003426,2026-01-22,USA,28,Male,Direct,Desktop,,CMP0031,True
U003427,2026-01-17,India,41,Female,TV/OTT,Mobile,,CMP0025,True
U003428,2024-02-22,Canada,46,Female,Affiliate,Mobile,,CMP0019,False
U003429,2026-04-27,Philippines,36,Female,Organic,Mobile,,CMP0045,True
U003430,2023-11-06,USA,37,Male,Organic,Mobile,,CMP0054,False
U003431,2026-02-18,India,26,Male,Organic,Desktop,,CMP0015,True
U003432,2025-05-29,UK,13,Male,Influencer,Tablet,,CMP0001,True
U003433,2025-03-24,USA,37,Female,Referral,Mobile,U002907,CMP0051,True
U003434,2022-07-06,UK,39,Female,Organic,Mobile,,CMP0020,True
U003435,2026-04-02,Philippines,34,Female,Organic,Mobile,,CMP0031,True
U003436,2023-08-20,France,41,Male,Organic,Desktop,,CMP0046,True
U003437,2024-07-01,Indonesia,26,Female,Direct,Mobile,,CMP0014,True
U003438,2022-12-09,India,37,Female,Organic,Smart TV,,CMP0060,True
U003439,2023-09-27,UK,46,Male,Email,Desktop,,CMP0003,False
U003440,2024-07-10,USA,38,Male,Referral,Smart TV,U002056,CMP0023,True
U003441,2023-11-20,Brazil,45,Male,Influencer,Tablet,,CMP0004,False
U003442,2023-05-22,USA,45,Male,Affiliate,Smart TV,,CMP0020,True
U003443,2025-10-17,USA,19,Male,Organic,Smart TV,,CMP0025,False
U003444,2026-02-01,Mexico,39,Female,Organic,Desktop,,CMP0045,True
U003445,2024-11-20,USA,25,Male,Direct,Mobile,,CMP0046,True
U003446,2023-07-05,Brazil,20,Female,Paid Social,Mobile,,CMP0052,False
U003447,2023-10-13,Mexico,29,Female,Affiliate,Tablet,,CMP0005,False
U003448,2025-08-20,France,49,Male,Paid Social,Mobile,,CMP0032,False
U003449,2025-07-10,India,26,Female,Paid Search,Desktop,,CMP0018,False
U003450,2025-04-20,France,14,Male,Referral,Mobile,U003337,CMP0050,True
U003451,2023-08-20,India,17,Male,Email,Mobile,,CMP0007,True
U003452,2025-11-11,USA,36,Female,Organic,Mobile,,CMP0053,False
U003453,2025-03-31,Canada,24,Male,Organic,Desktop,,CMP0047,False
U003454,2024-01-03,USA,13,Male,Organic,Smart TV,,CMP0020,True
U003455,2025-11-15,India,17,Male,TV/OTT,Mobile,,CMP0035,True
U003456,2025-10-31,Japan,33,Female,Referral,Mobile,U000783,CMP0018,True
U003457,2026-05-08,South Korea,39,Female,Referral,Smart TV,U001508,CMP0060,False
U003458,2025-12-24,UK,27,Female,Organic,Smart TV,,CMP0007,False
U003459,2025-09-30,USA,38,Female,Paid Search,Mobile,,CMP0052,True
U003460,2022-10-21,USA,41,Female,Organic,Smart TV,,CMP0008,True
U003461,2025-07-24,South Africa,24,Female,Referral,Mobile,U001785,CMP0057,True
U003462,2025-12-21,Canada,30,Male,Paid Search,Desktop,,CMP0033,False
U003463,2023-02-06,India,25,Female,Direct,Tablet,,CMP0058,False
U003464,2023-07-16,USA,37,Male,Referral,Mobile,U000775,CMP0007,True
U003465,2025-04-19,South Korea,25,Male,Organic,Desktop,,CMP0002,True
U003466,2023-11-20,India,19,Female,Organic,Mobile,,CMP0045,True
U003467,2026-06-10,USA,32,Male,Organic,Mobile,,CMP0048,True
U003468,2024-09-13,India,43,Male,Organic,Mobile,,CMP0028,True
U003469,2026-05-07,France,37,Female,Direct,Smart TV,,CMP0052,True
U003470,2025-11-09,India,42,Male,Direct,Mobile,,CMP0052,False
U003471,2025-09-08,Nigeria,41,Female,Organic,Mobile,,CMP0037,False
U003472,2025-01-16,Philippines,32,Female,Organic,Mobile,,CMP0040,True
U003473,2023-11-23,Brazil,26,Male,Organic,Mobile,,CMP0006,True
U003474,2023-04-23,Nigeria,23,Female,Paid Social,Desktop,,CMP0023,True
U003475,2026-06-18,Australia,16,Female,Paid Social,Mobile,,CMP0036,True
U003476,2024-11-02,India,43,Female,Paid Search,Smart TV,,CMP0014,True
U003477,2023-10-28,South Korea,28,Male,Organic,Smart TV,,CMP0031,False
U003478,2024-08-26,Brazil,14,Female,Organic,Desktop,,CMP0023,True
U003479,2025-04-15,Brazil,44,Female,Paid Search,Mobile,,CMP0058,False
U003480,2023-03-07,Brazil,32,Female,Organic,Tablet,,CMP0028,False
U003481,2026-04-14,South Korea,41,Female,Affiliate,Mobile,,CMP0035,True
U003482,2025-07-19,Indonesia,29,Male,Organic,Tablet,,CMP0047,False
U003483,2025-04-24,Canada,24,Female,Paid Search,Mobile,,CMP0057,False
U003484,2025-04-15,Germany,36,Male,Referral,Smart TV,U001760,CMP0019,True
U003485,2024-10-26,Mexico,37,Female,Paid Social,Smart TV,,CMP0002,True
U003486,2023-10-10,Philippines,29,Male,TV/OTT,Desktop,,CMP0010,False
U003487,2024-10-24,India,45,Male,Organic,Mobile,,CMP0042,True
